"","baseMean_riborna","log2FoldChange_riborna","padj_riborna","symb","biotype","baseMean_rna","log2FoldChange_rna","padj_rna","baseMean_ribo","log2FoldChange_ribo","padj_ribo","tx_type","log10_padj_riborna","symb_deplot","nudgey","nudgex"
"ENSG00000157349.16",147.678173724804,-0.20793896108771,0.862770279802671,"DDX19B","all genes",326.469235766291,0.237759147134669,0.416645096615912,66.8172290590632,0.0454990553185163,0.979165134711848,"Not_significant",-0.0641048236297737,NA,NA,NA
"ENSG00000126775.9",197.36122779445,0.22264029104155,0.863209198152606,"ATG14","all genes",641.573294566461,-0.176088441004031,0.486292669580866,55.6070235532066,0.060728385353328,0.978095802068031,"Not_significant",-0.0638839405614327,NA,NA,NA
"ENSG00000259112.2",673.227105080039,0.114399001922043,0.863209198152606,"NDUFC2-KCTD14","all genes",712.204114224398,-0.0530436500764179,0.877892085833621,432.148780924215,0.0772386651116073,0.902164544564176,"Not_significant",-0.0638839405614327,NA,NA,NA
"ENSG00000288473.1",403.887106248699,-0.135050606840192,0.863209198152606,"AL669830.2","all genes",784.025424854187,0.152465491166812,0.475481255393076,200.6141329239,0.0307815778812075,0.978686728201124,"Not_significant",-0.0638839405614327,NA,NA,NA
"ENSG00000179348.12",72.5768617262204,-0.300265575494545,0.863269940611024,"GATA2","all genes",170.399657404856,0.20657861674446,0.671153755564077,31.1963018114751,-0.0788405669320501,0.978095802068031,"Not_significant",-0.0638533811252639,NA,NA,NA
"ENSG00000143393.16",352.613323636424,0.179932717692512,0.86336984675561,"PI4KB","all genes",910.191483777502,-0.19024523934603,0.395369550433442,138.098449397492,0.00463760846312165,0.995896725625939,"Not_significant",-0.063803123176075,NA,NA,NA
"ENSG00000171763.19",117.163464501435,0.257292134351826,0.86336984675561,"SPATA5L1","all genes",171.067557254634,0.069816942628915,0.912226240660199,67.4904206674832,0.34290591736085,0.728581507878149,"Not_significant",-0.063803123176075,NA,NA,NA
"ENSG00000169972.12",129.755385005429,0.237057017749845,0.864080048056899,"PUSL1","all genes",216.249058317783,-0.0989615889907041,0.856835434954632,70.3192899740362,0.15165287007759,0.9325907890895,"Not_significant",-0.0634460227768165,NA,NA,NA
"ENSG00000126458.4",223.640926542901,0.178726784759744,0.864395539574074,"RRAS","all genes",386.366082059658,-0.183355217987481,0.549185699846845,118.947000041092,0.010355835211123,0.993349298783661,"Not_significant",-0.0632874828153634,NA,NA,NA
"ENSG00000149480.7",943.867819647316,-0.0903508391202209,0.864395539574074,"MTA2","all genes",2084.97775024685,0.0810659838544847,0.647636392252706,427.3241970787,0.00528316202798586,0.993538660995473,"Not_significant",-0.0632874828153634,NA,NA,NA
"ENSG00000122484.9",269.297633651274,-0.189408657527152,0.864438023674341,"RPAP2","all genes",881.447995166302,-0.153112688269203,0.484860035636311,74.8547478900651,-0.3261188757018,0.725937351829936,"Not_significant",-0.0632661382386376,NA,NA,NA
"ENSG00000127314.18",159.389236755447,0.232852550392063,0.864605022116688,"RAP1B","all genes",421.342973762161,-0.204185870186583,0.455512097383562,60.7949787208404,0.03960588267402,0.984272276849037,"Not_significant",-0.0631822461661995,NA,NA,NA
"ENSG00000140526.18",502.703796936169,0.127466288945764,0.864605022116688,"ABHD2","all genes",1315.10638211233,0.0167011625468248,0.953251684410417,194.020798767799,0.160545600994702,0.824162125401075,"Not_significant",-0.0631822461661995,NA,NA,NA
"ENSG00000170043.12",434.668993269551,0.163429526677292,0.864605022116688,"TRAPPC1","all genes",425.853944246096,-0.312883594801386,0.226164223555167,284.552166319684,-0.136189784531908,0.815533221806551,"Not_significant",-0.0631822461661995,NA,NA,NA
"ENSG00000173264.14",70.2263517071653,-0.393412855376309,0.864605022116688,"GPR137","all genes",208.598813558377,0.149438512094409,0.774078173552592,23.0047441178432,-0.240227292285854,0.943342715140603,"Not_significant",-0.0631822461661995,NA,NA,NA
"ENSG00000189223.15",239.839689113207,-0.240812832162057,0.864605022116688,"PAX8-AS1","all genes",999.999634167334,-0.048760992316812,0.869915308887514,31.3407091767403,-0.274978394615017,0.911986775041785,"Not_significant",-0.0631822461661995,NA,NA,NA
"ENSG00000162144.9",177.430413910727,-0.203053335958933,0.86472784172549,"CYB561A3","all genes",465.936333767615,0.122581634534118,0.708242292747153,68.1632864181682,-0.0660709652808085,0.973263572017167,"Not_significant",-0.0631205577780619,NA,NA,NA
"ENSG00000259053.1",36.8200178512001,-0.414439841265088,0.864784451593963,"AL137230.3","all genes",54.76814483846,0.044570357859632,0.968470953485505,21.0273148171181,-0.357927696927354,0.90189232268538,"Not_significant",-0.0630921273892141,NA,NA,NA
"ENSG00000127022.15",9554.83984127596,0.0505371731487504,0.86497125237356,"CANX","all genes",22144.691266232,-0.110581180672735,0.246191728620444,4155.70495205053,-0.0456686294609271,0.830390313190467,"Not_significant",-0.0629983262265141,NA,NA,NA
"ENSG00000102781.14",184.230959186104,0.234778895521853,0.865166896609502,"KATNAL1","all genes",680.306937079,-0.0817015770977983,0.796903860149458,38.5260085043425,0.171134989127733,0.943491800136525,"Not_significant",-0.0629001060786052,NA,NA,NA
"ENSG00000135931.17",114.891145647868,-0.258569297627059,0.865166896609502,"ARMC9","all genes",240.448557132795,-0.0173691105451714,0.977548914617481,54.1997827457203,-0.260365973187826,0.87008016975905,"Not_significant",-0.0629001060786052,NA,NA,NA
"ENSG00000141295.14",216.965283727417,0.182225999283094,0.865166896609502,"SCRN2","all genes",395.351073112739,-0.370363167042719,0.101759730384109,112.0165562625,-0.172399587620572,0.881139117131462,"Not_significant",-0.0629001060786052,NA,NA,NA
"ENSG00000164258.12",445.235574928693,0.152924186031366,0.865166896609502,"NDUFS4","all genes",898.549013558554,-0.276266635495606,0.140115831522881,215.566964789029,-0.109152806099152,0.904636252000031,"Not_significant",-0.0629001060786052,NA,NA,NA
"ENSG00000164465.18",139.334178938125,-0.235538169227971,0.865166896609502,"DCBLD1","all genes",424.592168350963,0.016262004143864,0.970555355083119,43.8881878149821,-0.199823083763487,0.928974030776266,"Not_significant",-0.0629001060786052,NA,NA,NA
"ENSG00000052841.15",347.282068405088,-0.150179954347759,0.865189437447984,"TTC17","all genes",1036.56540556079,0.353980101859084,0.00925057344436648,112.956276524109,0.21574144259212,0.807325313982779,"RNA_up",-0.0628887912279261,NA,0,0
"ENSG00000071282.12",42.2684570546474,-0.490801546005776,0.865189437447984,"LMCD1","all genes",75.3504304883314,-0.627934852587299,0.23182003930918,22.0744614032607,-1.1081533324219,0.686492429429098,"Not_significant",-0.0628887912279261,NA,NA,NA
"ENSG00000227036.8",296.245693732431,0.169208991587522,0.865189437447984,"LINC00511","all genes",908.183422390039,-0.155110905711136,0.421503642004991,92.4634051742495,0.0272890509624034,0.987033786702908,"Not_significant",-0.0628887912279261,NA,NA,NA
"ENSG00000137955.16",884.494298613977,-0.115472009012796,0.865433829334339,"RABGGTB","all genes",2986.85657566426,0.212674955356309,0.0737848304075972,230.743618898828,0.110611156323258,0.898073032651836,"Not_significant",-0.0627661324720793,NA,NA,NA
"ENSG00000163281.12",185.129624066425,-0.204041897843923,0.865433829334339,"GNPDA2","all genes",472.508928565061,-0.301551964091819,0.161473062876228,73.3670590688751,-0.487709315350874,0.488451863789147,"Not_significant",-0.0627661324720793,NA,NA,NA
"ENSG00000163312.11",82.6762028852902,0.29083110708864,0.865433829334339,"HELQ","all genes",217.653343266933,-0.189448690762397,0.657688122631535,31.6876964016704,0.119330920826693,0.96621646573154,"Not_significant",-0.0627661324720793,NA,NA,NA
"ENSG00000124356.16",353.685738424,0.15314031863905,0.86554285770766,"STAMBP","all genes",909.181841641554,-0.198881640597675,0.281269509594744,139.150749909401,-0.0324859109862592,0.979005122263953,"Not_significant",-0.0627114229877506,NA,NA,NA
"ENSG00000135046.14",4229.33202489396,0.0650052394120756,0.86554285770766,"ANXA1","all genes",7095.98405427928,-0.21726097718974,0.0209035741740113,2283.80008052616,-0.137395137820786,0.159963664425994,"Not_significant",-0.0627114229877506,NA,NA,NA
"ENSG00000178184.16",164.407780851835,-0.236757341661298,0.86554285770766,"PARD6G","all genes",527.520891911519,0.22945115430798,0.351178237104448,47.42035631774,0.00460424976521588,0.997470608976763,"Not_significant",-0.0627114229877506,NA,NA,NA
"ENSG00000185219.17",251.531888733972,0.196589698625536,0.86554285770766,"ZNF445","all genes",725.816266993265,-0.138134344327732,0.600177106906928,85.9448245864604,0.0764580450962559,0.964068759109316,"Not_significant",-0.0627114229877506,NA,NA,NA
"ENSG00000007047.15",190.233095459556,-0.216376718916858,0.865547284776016,"MARK4","all genes",449.762022679328,0.188386668915261,0.544690495239712,81.2639529582775,-0.0124380028456677,0.993349298783661,"Not_significant",-0.0627092016691594,NA,NA,NA
"ENSG00000112679.14",69.5077671262928,-0.364756753773438,0.86574786806489,"DUSP22","all genes",209.364383671657,-0.0884651214448183,0.875888613512442,22.2982234065092,-0.437201670070129,0.863995311370137,"Not_significant",-0.0626085692428896,NA,NA,NA
"ENSG00000152413.15",146.684549135833,-0.30782731968608,0.86574786806489,"HOMER1","all genes",565.926017148888,-0.069348210488681,0.840472840739093,26.6674619086802,-0.383182853266433,0.878950257600856,"Not_significant",-0.0626085692428896,NA,NA,NA
"ENSG00000009413.16",324.185515641366,0.199630930252104,0.865753282976934,"REV3L","all genes",1272.37098849596,0.113639863848916,0.586274272342943,55.4138159976446,0.316618504509322,0.805660465864258,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000018610.14",169.7777216979,0.249722233263705,0.865753282976934,"CXorf56","all genes",539.383969935329,-0.292327893580248,0.163993311195797,49.8920699868786,-0.0231710517622312,0.9919765303014,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000044459.15",86.2805072638319,0.285400910145975,0.865753282976934,"CNTLN","all genes",236.529699556946,-0.229649243740095,0.53232533564226,31.5279602408598,0.0744372174148297,0.979005122263953,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000071889.16",69.3995995133782,-0.323865575136325,0.865753282976934,"FAM3A","all genes",188.022659629365,0.602344961791481,0.0474312184739749,25.7092526521748,0.292251740718324,0.917929523705681,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000075234.17",135.881497592509,0.214734061823008,0.865753282976934,"TTC38","all genes",310.770365317747,-0.06481267563018,0.889548966196854,59.7934517367322,0.166426742425634,0.930604571120299,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000086189.10",252.014982472641,0.166882262660881,0.865753282976934,"DIMT1","all genes",505.033342143428,0.250938070692939,0.267470029547183,122.632865111532,0.434268422228911,0.33719013267577,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000100949.14",180.1471526325,-0.185798002738897,0.865753282976934,"RABGGTA","all genes",334.285640661366,0.116235297922199,0.768665106514881,92.0090429360931,-0.0548044023649611,0.97457359959436,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000107566.14",443.816656610748,0.13240434290653,0.865753282976934,"ERLIN1","all genes",880.653504315383,-0.0563000302602622,0.855438124706107,217.350746305182,0.0906586959168885,0.928974030776266,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000111077.17",122.303811968345,-0.243734942604226,0.865753282976934,"TNS2","all genes",325.422707944436,-0.107824383403737,0.797429878497021,46.2847979156124,-0.340111711353671,0.808330818168322,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000111877.17",123.723602687644,-0.24144587178007,0.865753282976934,"MCM9","all genes",329.865551791326,0.342069235421458,0.174625406120638,46.722197462878,0.115144771866242,0.960562154212991,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000113583.8",507.663638297276,0.131141988922617,0.865753282976934,"C5orf15","all genes",1180.77024737898,-0.155074843160069,0.418344109573842,220.133089953426,-0.00912532113592759,0.992336546433487,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000117682.17",220.976410193573,0.178080258098228,0.865753282976934,"DHDDS","all genes",533.318057326765,-0.339533960801529,0.0745325624292803,92.6297130727323,-0.147850073155024,0.923551443879591,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000120509.10",183.303958127769,0.189189281201982,0.865753282976934,"PDZD11","all genes",420.362883262218,-0.234263768225264,0.359098579659422,80.4667049721035,-0.029571066960862,0.986091690757158,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000121851.13",146.299998915498,0.236967343349925,0.865753282976934,"POLR3GL","all genes",413.129946861655,-0.200700332370781,0.474338667527039,51.4782979360746,0.0557531692570434,0.979005122263953,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000122591.12",425.683706626965,-0.137745086258653,0.865753282976934,"FAM126A","all genes",1306.05790318188,-0.106974956904883,0.581130828809197,132.639534314876,-0.229903338176949,0.760085844147372,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000124120.11",188.568381042444,-0.231450581172085,0.865753282976934,"TTPAL","all genes",668.905251455156,0.464407190976212,0.00521954025495353,43.8869900479046,0.24663375877116,0.90189232268538,"RNA_up",-0.0626058529103947,NA,0,0
"ENSG00000127554.13",222.430667267211,-0.190344766329894,0.865753282976934,"GFER","all genes",689.65265146921,0.21393773562498,0.281808236969802,68.121017038677,0.0430529300313904,0.980949748246087,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000128849.10",65.0027038376049,-0.323127566647981,0.865753282976934,"CGNL1","all genes",164.088611797935,-0.0167353711861262,0.980999739714726,26.0536269773141,-0.330046651636389,0.898073032651836,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000134574.11",565.502958827483,-0.129051133496494,0.865753282976934,"DDB2","all genes",1121.43379371462,-0.0639477982879416,0.798740407472666,276.976049035965,-0.17971978066431,0.730793257844814,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000136754.17",372.388998542834,0.133844934206671,0.865753282976934,"ABI1","all genes",906.286939194971,-0.383163078834561,0.00605262156424976,154.864515798299,-0.234320811371031,0.70645579890361,"RNA_down",-0.0626058529103947,NA,0,0
"ENSG00000137200.13",242.806552727554,0.195996790839359,0.865753282976934,"CMTR1","all genes",587.267254927325,0.0714520478229826,0.832766497193662,101.592588616224,0.283954836955856,0.747647413009455,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000137343.18",85.7655475828716,0.282480127820353,0.865753282976934,"ATAT1","all genes",154.016004697464,-0.325276521769044,0.461500125886242,44.6546845503421,-0.0283220484686666,0.990441135782644,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000137824.16",105.502250746643,-0.293241210361831,0.865753282976934,"RMDN3","all genes",266.208549285812,0.26026360417588,0.450099801615961,42.3082874161693,-0.0192256284806282,0.993141173967208,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000138050.15",106.843129799584,-0.255543879626118,0.865753282976934,"THUMPD2","all genes",304.477875062483,0.127950721891786,0.750596257991773,37.1166111406482,-0.115852738302234,0.964068759109316,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000138617.15",79.2718604001119,-0.308007717288936,0.865753282976934,"PARP16","all genes",241.924603412358,0.442751606859828,0.106520034010847,24.909599474568,0.151960103225673,0.961978503953652,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000142684.9",179.566568843549,0.213163545208793,0.865753282976934,"ZNF593","all genes",220.641105358086,0.119535829027488,0.824058486204012,110.243665500164,0.346978126624149,0.568516085085233,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000143569.19",1309.6131278281,0.0925580365888472,0.865753282976934,"UBAP2L","all genes",1644.65426323771,-0.167446820668942,0.301203314053069,797.967717032224,-0.0608309448225113,0.895043182069718,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000144161.13",108.455480895547,0.259503207088426,0.865753282976934,"ZC3H8","all genes",270.453190608513,0.0463601769399811,0.929471874360448,44.0463595977101,0.315167142154574,0.845223140686857,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000144736.14",198.978541694619,-0.198593636203119,0.865753282976934,"SHQ1","all genes",487.142943674132,0.129194200752129,0.682080773023131,82.2676608146508,-0.0523011653829501,0.977582638788361,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000145375.8",250.0719398794,-0.175706231707563,0.865753282976934,"SPATA5","all genes",703.15841210261,-0.303078102102478,0.0793261780739395,88.448072030371,-0.461377381886408,0.447603245908639,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000155275.19",94.986254373423,0.288283211874346,0.865753282976934,"TRMT44","all genes",233.704452927553,-0.0281622213661012,0.961760304858404,39.0996505371255,0.277974353161302,0.896172043101572,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000157869.15",120.405966715442,0.257175918774997,0.865753282976934,"RAB28","all genes",394.548411412312,0.142351110950608,0.670912925432472,33.4049857417711,0.412761726068658,0.790411590100299,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000160410.15",454.984690716753,0.14295744408117,0.865753282976934,"SHKBP1","all genes",766.482244393343,-0.17978887382334,0.412998695120749,245.187363287246,-0.0223032411695744,0.980979587369454,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000162604.12",133.589470593192,-0.247788576903771,0.865753282976934,"TM2D1","all genes",360.062071579002,-0.108149375029624,0.786400707405087,49.8040533722948,-0.337008691059598,0.804887693894256,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000163904.13",197.001918620873,-0.243225732230526,0.865753282976934,"SENP2","all genes",776.575447300729,0.0089044586712808,0.980337429296389,33.1006345073373,-0.234125445611326,0.928974030776266,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000164674.15",214.89139378625,0.188614345722033,0.865753282976934,"SYTL3","all genes",525.476692939467,0.216972012771166,0.347615039885699,88.9805491382106,0.419713508392804,0.525781889851822,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000169564.7",1720.12881195419,0.162713795970276,0.865753282976934,"PCBP1","all genes",664.399975254936,-0.254388418535877,0.705647042130001,1293.72636740072,-0.0782746354084385,0.746964989500758,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000174371.17",210.10522854533,0.201134072899312,0.865753282976934,"EXO1","all genes",575.673298370185,-0.325670415738204,0.0818474161850161,76.8196961722403,-0.107295677892913,0.951973432818649,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000183386.10",113.93563381986,0.268278720496916,0.865753282976934,"FHL3","all genes",195.879165793251,0.202766374687005,0.664695138625372,60.7709037726524,0.484861543472845,0.563159413055821,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000188215.10",261.432674536702,-0.197761284851294,0.865753282976934,"DCUN1D3","all genes",913.679861267124,-0.156073953868195,0.42209394347121,63.1309932768759,-0.34319766379982,0.760114563183992,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000189046.11",163.62044650412,-0.197715902334462,0.865753282976934,"ALKBH2","all genes",349.241439839009,0.0659613581045036,0.880910301253948,76.0736578421348,-0.114946936907106,0.944087473728021,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000196227.11",75.0284593136833,0.371366278986594,0.865753282976934,"FAM217B","all genes",234.75793512603,-0.0684376669594304,0.908995979076155,22.6372291439925,0.321544350770528,0.916523797082144,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000198915.11",169.160377686354,-0.216177617563417,0.865753282976934,"RASGEF1A","all genes",519.102561691453,0.0443266395677357,0.904986392581199,52.6939892258047,-0.151207883985338,0.943342715140603,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000228929.1",39.3841462245417,0.401875118324862,0.865753282976934,"RPS13P2","all genes",50.9335364293602,-0.352233127192854,0.693291230962464,23.7617992054341,0.068053403068093,0.981327945210251,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000239305.7",210.047107710221,-0.192566431582201,0.865753282976934,"RNF103","all genes",550.917634501423,0.174906500729667,0.478541947192908,80.8119306686301,0.00164441569700242,0.999559176978635,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000244005.13",190.476432181994,0.18174021929653,0.865753282976934,"NFS1","all genes",376.106170450535,-0.0300154361991079,0.948403538323531,93.5916257519595,0.165623135544572,0.902150033772791,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000254772.10",4711.54223603501,0.0797843468323728,0.865753282976934,"EEF1G","all genes",20931.1385424485,-0.171220249672609,0.0350350423499499,404.95522949166,-0.0778559632969014,0.92161501149112,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000261832.6",157.329747091338,0.204054134928947,0.865753282976934,"AC138894.1","all genes",281.150172777634,-0.0890659596805959,0.852008554460627,82.1493249767786,0.126915056408019,0.939705353244786,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000272980.4",136.130814478172,0.213033922928105,0.865753282976934,"Z94721.2","all genes",275.507455473901,-0.161846889542421,0.679795584741518,65.7838224007295,0.0639762809524158,0.974789088903082,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000287979.1",91.9904333478499,0.304332832427332,0.865753282976934,"AC253572.2","all genes",75.3179365003204,-0.373239407695055,0.581130828809197,62.654674746259,-0.0530276480673118,0.979005122263953,"Not_significant",-0.0626058529103947,NA,NA,NA
"ENSG00000059804.16",120.424381793494,0.248455098175445,0.865959332729233,"SLC2A3","all genes",355.672986767256,-0.374178555271061,0.110569930490284,39.807369015537,-0.109360656699404,0.964068759109316,"Not_significant",-0.0625025028856486,NA,NA,NA
"ENSG00000107738.20",155.800786022971,0.205897242421924,0.866116436019731,"VSIR","all genes",315.655386472297,0.146954868519772,0.692667749298364,75.2475382829273,0.367493165540411,0.663560800153828,"Not_significant",-0.0624237198513607,NA,NA,NA
"ENSG00000132604.11",592.750345072128,0.152418425221229,0.866368073801097,"TERF2","all genes",740.533910942889,-0.30538064251061,0.148870963242683,361.79264574399,-0.139686030277192,0.760085844147372,"Not_significant",-0.0622975601079006,NA,NA,NA
"ENSG00000196465.10",718.772940533086,-0.103651281661324,0.866368073801097,"MYL6B","all genes",1323.72178450609,-0.143688011748555,0.410650136685381,368.756042357212,-0.232454774530952,0.419643555021402,"Not_significant",-0.0622975601079006,NA,NA,NA
"ENSG00000088888.18",1149.46920693105,0.10584605076955,0.866812702761521,"MAVS","all genes",4341.12794055377,0.0292609822154126,0.88357852846411,224.434385950097,0.146610796917167,0.840492249798178,"Not_significant",-0.0620747329096599,NA,NA,NA
"ENSG00000101057.16",355.101282017751,0.216503768846839,0.866812702761521,"MYBL2","all genes",1224.0559571673,0.0381299105146633,0.960813010129134,88.5616589747528,0.267823141352745,0.768781689844549,"Not_significant",-0.0620747329096599,NA,NA,NA
"ENSG00000116005.12",642.034974714225,0.108043716972864,0.866812702761521,"PCYOX1","all genes",1140.0552287117,-0.318598973592416,0.0174604707073837,336.35594347937,-0.19650455207623,0.597540807826208,"Not_significant",-0.0620747329096599,NA,NA,NA
"ENSG00000123684.13",825.891290420577,-0.138091165442956,0.866812702761521,"LPGAT1","all genes",3485.32110388522,0.0546848872517817,0.75733528504514,101.075355192884,-0.0720588627000358,0.964461680781791,"Not_significant",-0.0620747329096599,NA,NA,NA
"ENSG00000135750.15",216.42436060842,0.186076701250061,0.866812702761521,"KCNK1","all genes",374.768691793186,-0.233458190990625,0.394075998882778,114.960463016479,-0.0351229901307177,0.980949748246087,"Not_significant",-0.0620747329096599,NA,NA,NA
"ENSG00000145675.15",220.735170367821,0.209761200302483,0.866812702761521,"PIK3R1","all genes",584.305888913617,-0.335746933349609,0.0928806607061444,84.0562460827777,-0.112504990638685,0.944087473728021,"Not_significant",-0.0620747329096599,NA,NA,NA
"ENSG00000188827.11",75.8048803190644,0.329090499791571,0.866812702761521,"SLX4","all genes",246.058381752754,-0.208763096245542,0.587538888355809,21.4164640037962,0.140967509372666,0.969035894191163,"Not_significant",-0.0620747329096599,NA,NA,NA
"ENSG00000213762.12",62.8090534999015,0.352271549268718,0.866812702761521,"ZNF134","all genes",184.500134522144,-0.00413043736512211,0.996041259859495,20.9298145535426,0.371726010046188,0.896172043101572,"Not_significant",-0.0620747329096599,NA,NA,NA
"ENSG00000265257.5",576.190399157856,0.135091420915265,0.866812702761521,"AP005263.1","all genes",1355.37267666993,-0.245036804156604,0.110473373471838,247.33077177593,-0.0960420141840359,0.921049418816546,"Not_significant",-0.0620747329096599,NA,NA,NA
"ENSG00000011422.12",304.724462153797,0.14862509936501,0.867185732848133,"PLAUR","all genes",398.437927999787,0.0127201584144107,0.978956074591897,183.12602003949,0.176623662797046,0.793350480180437,"Not_significant",-0.0618878758659951,NA,NA,NA
"ENSG00000049541.11",323.898955702111,0.144245644538585,0.867185732848133,"RFC2","all genes",708.335756764912,-0.379300464920581,0.0154597488623162,147.819377214422,-0.222513958847973,0.754383103251299,"Not_significant",-0.0618878758659951,NA,NA,NA
"ENSG00000063180.9",166.973349114021,-0.206896662369572,0.867185732848133,"CA11","all genes",397.795766097558,-0.0879753966502338,0.824058486204012,70.8233867019661,-0.278715726638481,0.805660465864258,"Not_significant",-0.0618878758659951,NA,NA,NA
"ENSG00000134186.12",276.251497868951,-0.167324282415889,0.867185732848133,"PRPF38B","all genes",666.664090618707,-0.0909875601055456,0.761531550972326,115.782990175214,-0.241647527791655,0.768127319375415,"Not_significant",-0.0618878758659951,NA,NA,NA
"ENSG00000138594.14",1215.01911676324,0.0862772972529718,0.867185732848133,"TMOD3","all genes",2839.20420532942,-0.34923151325053,0.000316498467297058,524.602650766419,-0.248291071648689,0.196760709063582,"RNA_down",-0.0618878758659951,NA,0,0
"ENSG00000156873.16",152.369021452554,0.224792899680218,0.867185732848133,"PHKG2","all genes",426.077616012123,0.217660030185562,0.428628992362787,54.3001309598881,0.453654767340921,0.624357420049359,"Not_significant",-0.0618878758659951,NA,NA,NA
"ENSG00000259803.7",111.92117037051,-0.254591304848401,0.867185732848133,"SLC22A31","all genes",202.864697289547,0.244610499143586,0.571640665078246,57.9512546474903,0.00432224842033161,0.997442421310742,"Not_significant",-0.0618878758659951,NA,NA,NA
"ENSG00000272333.6",156.303380670061,0.243695169294644,0.867185732848133,"KMT2B","all genes",492.148834290202,0.362159867820768,0.10267062404663,46.6430369488294,0.622270007274777,0.442947055281055,"Not_significant",-0.0618878758659951,NA,NA,NA
"ENSG00000168397.17",305.472301792792,0.179561589856755,0.867216211833284,"ATG4B","all genes",589.075856413238,0.0148031819010945,0.969724332477533,152.419393464626,0.209392122461271,0.792319854976549,"Not_significant",-0.0618726119819724,NA,NA,NA
"ENSG00000215908.10",93.479019558545,0.328829647058497,0.867216211833284,"CROCCP2","all genes",334.084980366904,-0.0314297879533709,0.949014096204099,21.3739354310431,0.302545084874639,0.927910513581624,"Not_significant",-0.0618726119819724,NA,NA,NA
"ENSG00000115282.20",100.971175078622,0.257861417812695,0.867275721488516,"TTC31","all genes",267.988541327423,-0.233189963146499,0.488520157766918,38.3416609764612,0.0427665894230199,0.986091690757158,"Not_significant",-0.0618428110767034,NA,NA,NA
"ENSG00000136231.14",100.413417107777,0.256997017376522,0.86746886584732,"IGF2BP3","all genes",266.895083191723,-0.359431962310914,0.199192173644877,38.0645897681317,-0.0903470056316275,0.973263572017167,"Not_significant",-0.0617461034343238,NA,NA,NA
"ENSG00000117054.13",533.80557022126,-0.113744456601364,0.867666997147891,"ACADM","all genes",1045.27733316398,-0.0687602887368435,0.793682932669305,263.653521286461,-0.167859395341125,0.743704256776897,"Not_significant",-0.0616469211942015,NA,NA,NA
"ENSG00000170515.14",1162.9712114408,0.0923643605147005,0.867666997147891,"PA2G4","all genes",3428.08602866119,-0.132253464006138,0.307809479853401,385.491340169233,-0.0258055660063911,0.975247610053378,"Not_significant",-0.0616469211942015,NA,NA,NA
