"","baseMean_riborna","log2FoldChange_riborna","padj_riborna","symb","biotype","baseMean_rna","log2FoldChange_rna","padj_rna","baseMean_ribo","log2FoldChange_ribo","padj_ribo","tx_type","log10_padj_riborna","symb_deplot","nudgey","nudgex","five_cds_iaa_dmso","five_cds_IAA3Y_IAA3XWT","Tx_class"
"ENSG00000038210.14",144.940283085002,-0.252137386700493,0.784387861660474,"PI4K2B","all genes",348.002645235746,-0.246803773504903,0.38072398699295,59.1555952406058,-0.487763061393685,0.74841145493343,"Not_significant",-0.105469135624683,NA,NA,NA,0.199409044253648,0.275048868836911,"Not_significant"
"ENSG00000130856.16",120.459402593729,-0.319220273087928,0.784387861660474,"ZNF236","all genes",380.236326799506,0.0744180707988076,0.859978975257801,27.056214643233,-0.238547586507669,0.985060714678741,"Not_significant",-0.105469135624683,NA,NA,NA,NA,NA,"Not_significant"
"ENSG00000213523.10",270.825788525476,0.17870675292698,0.784387861660474,"SRA1","all genes",472.18367457718,-0.275340548516919,0.224177220573603,153.828516812663,-0.0900395178674464,0.988052266983816,"Not_significant",-0.105469135624683,NA,NA,NA,1.10553441417236,NA,"Not_significant"
"ENSG00000005156.12",215.236606937913,0.202580182643743,0.784493756994233,"LIG3","all genes",443.921970987441,-0.137728983468259,0.66812847476126,105.575880084327,0.07014184530819,0.989860809722122,"Not_significant",-0.105410508181243,NA,NA,NA,0.253290142071004,-0.868989120466025,"Not_significant"
"ENSG00000013392.8",56.4511999559418,-0.380850200717856,0.784493756994233,"RWDD2A","all genes",112.4561884086,0.0229340588049457,0.979771649558552,28.6469293403296,-0.344253260963107,0.964370282003134,"Not_significant",-0.105410508181243,NA,NA,NA,0.200886870150145,-0.0931094043914815,"Not_significant"
"ENSG00000142733.17",161.07160391796,-0.224844368218142,0.784823708891157,"MAP3K6","all genes",301.500725228666,0.385322021929401,0.132314584672082,86.4622806262487,0.166318220656718,0.971418706744454,"Not_significant",-0.105227885743967,NA,NA,NA,-0.0292091202606816,0.0425047285145356,"Not_significant"
"ENSG00000164659.15",169.712698398567,-0.249283383429349,0.784823708891157,"KIAA1324L","all genes",477.149071832099,-0.130005561351479,0.68074635787741,52.3446154724454,-0.377435752159672,0.881712147824725,"Not_significant",-0.105227885743967,NA,NA,NA,1.47393118833241,0.180572245641821,"Not_significant"
"ENSG00000166598.15",6888.60483146524,0.083231431237302,0.784823708891157,"HSP90B1","all genes",12733.8886706035,-0.26264717885755,0.00352325872550475,3736.79007150501,-0.172747943250151,0.0246916317789215,"RNA_down",-0.105227885743967,NA,0,0,0.452722292167475,-0.160269227979582,"RNA_down"
"ENSG00000114770.17",88.2079328300393,0.320477337368894,0.784839965953072,"ABCC5","all genes",213.360519073468,-0.157124536242027,0.735659059041275,35.6319290632017,0.181293763393964,0.989860809722122,"Not_significant",-0.105218889737504,NA,NA,NA,0.126628167439763,-2.19437804516685,"Not_significant"
"ENSG00000167770.11",540.118140003746,0.152669044019965,0.785068884689448,"OTUB1","all genes",624.993396747317,-0.17709328255086,0.522298514627995,383.741853652619,-0.0182880739923192,0.999041873733936,"Not_significant",-0.105092235066214,NA,NA,NA,3.03235517638942,NA,"Not_significant"
"ENSG00000128534.8",191.360901525448,0.212937699657229,0.785213013334889,"LSM8","all genes",378.105614818025,-0.0544507630571604,0.901398215838744,97.904820794804,0.168313687689812,0.970149824321448,"Not_significant",-0.10501251145015,NA,NA,NA,-0.230900029060469,-0.0151068923902083,"Not_significant"
"ENSG00000011422.12",257.133002403206,0.181806654226517,0.785217679741303,"PLAUR","all genes",303.641495876417,0.0507856358025686,0.918103188091552,181.226670852595,0.239688651433517,0.8250941263499,"Not_significant",-0.105009930509056,NA,NA,NA,-0.467784515381513,0.160124363165942,"Not_significant"
"ENSG00000165480.16",190.286156813092,0.213468586631016,0.785239098321113,"SKA3","all genes",391.012121068493,-0.248135905769603,0.361450654221987,93.6878508870201,-0.0281770142557632,0.999041873733936,"Not_significant",-0.104998084310992,NA,NA,NA,0.387237690907679,-0.209092285651871,"Not_significant"
"ENSG00000176978.14",570.896508063769,0.142835556930305,0.785328816864068,"DPP7","all genes",1286.80152167031,0.197143399048256,0.254864976421261,253.464820621681,0.346204908436776,0.385825053148889,"Not_significant",-0.104948466248894,NA,NA,NA,0.123829908949279,-0.578632005604404,"Not_significant"
"ENSG00000135632.12",165.011703783844,0.223368435057856,0.785861455558407,"SMYD5","all genes",333.013425413603,0.311663200498523,0.22939256414589,82.7383971787933,0.545155472398878,0.490132574837013,"Not_significant",-0.104654011708637,NA,NA,NA,-0.774538224652044,-0.403335605210363,"Not_significant"
"ENSG00000006016.11",158.222241962413,-0.226657616576664,0.785946880590614,"CRLF1","all genes",266.477891932024,-0.0996350440601073,0.828354823597411,92.1311198914419,-0.31869670992328,0.852220735712439,"Not_significant",-0.104606805418548,NA,NA,NA,1.87448607374341,0.963253643274441,"Not_significant"
"ENSG00000101193.8",252.016003843801,-0.190921334295356,0.785946880590614,"GID8","all genes",459.477652927627,0.115873347401105,0.740760455209892,138.250490356478,-0.0678605873031709,0.989860809722122,"Not_significant",-0.104606805418548,NA,NA,NA,0.0635226645915957,0.210078751834673,"Not_significant"
"ENSG00000065057.9",108.88309312534,0.279560551882301,0.785960471150845,"NTHL1","all genes",177.058150673491,-0.438573545898775,0.22168827231317,64.9431698321084,-0.154690074726374,0.985060714678741,"Not_significant",-0.104599295681656,NA,NA,NA,NA,NA,"Not_significant"
"ENSG00000197226.12",834.195034905662,0.132443378221801,0.785960471150845,"TBC1D9B","all genes",2416.81312676434,0.215863974220269,0.104382699568941,239.963373433469,0.353672835217946,0.387335431663905,"Not_significant",-0.104599295681656,NA,NA,NA,0.6315910310593,-1.14355676897555,"Not_significant"
"ENSG00000260170.1",116.690714804289,0.273789739708985,0.785960471150845,"AC090527.3","all genes",226.862190498256,-0.339462753094379,0.335932451364021,60.5935420199154,-0.0562028628829534,0.997741095724691,"Not_significant",-0.104599295681656,NA,NA,NA,0.304581259150113,-0.184646046961929,"Not_significant"
"ENSG00000277258.5",205.239299223475,0.201925771468625,0.785960471150845,"PCGF2","all genes",188.270892731336,-0.0925651246642881,0.86714077546762,157.790787578171,0.115853197171231,0.976241925149327,"Not_significant",-0.104599295681656,NA,NA,NA,-0.189124629494329,-0.311266553269408,"Not_significant"
"ENSG00000139436.21",192.524968944075,0.205542543121468,0.785971595233859,"GIT2","all genes",358.542970806489,-0.130673813024016,0.717296409107546,103.804742900564,0.0831157049087451,0.989860809722122,"Not_significant",-0.10459314894291,NA,NA,NA,0.50453549597229,0.610794794111825,"Not_significant"
"ENSG00000215041.10",152.525519880412,0.234466254793011,0.786152919564018,"NEURL4","all genes",350.441176095455,0.0536095645348238,0.906602096246085,66.1073124454217,0.293737522312703,0.911792857845024,"Not_significant",-0.104492968383889,NA,NA,NA,NA,0.743979815916599,"Not_significant"
"ENSG00000108861.9",82.8321442476006,-0.311512287804154,0.786155119622472,"DUSP3","all genes",139.430800159241,0.128101817384816,0.83914560147898,48.2592619810816,-0.170550877201111,0.986906155313367,"Not_significant",-0.104491753007229,NA,NA,NA,0.395738923248059,-0.603615207623048,"Not_significant"
"ENSG00000135045.7",46.2349195961121,0.423746485391207,0.786155119622472,"C9orf40","all genes",34.5383463083219,0.009554922504805,0.995879645719841,37.4669457539128,0.453330709330848,0.872058495108811,"Not_significant",-0.104491753007229,NA,NA,NA,-0.328677376509513,0.22215358431233,"Not_significant"
"ENSG00000172366.20",52.8347783236905,0.391469635310352,0.786155119622472,"MCRIP2","all genes",83.4394054932364,0.453717386447466,0.44238280324009,32.1278278594896,0.851517760569633,0.519608348154675,"Not_significant",-0.104491753007229,NA,NA,NA,-2.16046467219325,-1.79729123871291,"Not_significant"
"ENSG00000204516.10",163.96659975757,0.222876469189486,0.786155119622472,"MICB","all genes",320.035416815335,-0.0744064561536857,0.86548742652291,84.8446382640321,0.157240958320304,0.976241925149327,"Not_significant",-0.104491753007229,NA,NA,NA,-0.568374209827351,-0.679269792379801,"Not_significant"
"ENSG00000248405.10",144.223485971462,0.23424676730232,0.786155119622472,"PRR5-ARHGAP8","all genes",284.265127032409,0.100764848034516,0.818001232334627,73.9578717333027,0.343781733105837,0.858135389545453,"Not_significant",-0.104491753007229,NA,NA,NA,0.29800295000456,-1.14357154018744,"Not_significant"
"ENSG00000140443.15",75.1904026941705,0.336156976152963,0.786979361435158,"IGF1R","all genes",144.106046333296,-0.146750812609052,0.818086158838852,39.5528410680024,0.19216958580685,0.985060714678741,"Not_significant",-0.104036656881538,NA,NA,NA,-0.0435766909560389,0.00289100299430909,"Not_significant"
"ENSG00000177045.10",71.546429505613,-0.334751105580094,0.786979361435158,"SIX5","all genes",85.9565117706437,0.00831364260363562,0.994360133976393,50.0517369753564,-0.317669658022085,0.932030103497959,"Not_significant",-0.104036656881538,NA,NA,NA,-0.31244135117848,-1.60458537856149,"Not_significant"
"ENSG00000196498.13",446.277470104994,-0.335059972825451,0.786979361435158,"NCOR2","all genes",997.507497714418,0.352286896921663,0.666716302978813,200.146041327012,0.025988442405682,0.999041873733936,"Not_significant",-0.104036656881538,NA,NA,NA,-0.821859276859645,0.422148078444444,"Not_significant"
"ENSG00000150768.15",550.096473794933,0.135511843226088,0.787277329086769,"DLAT","all genes",935.413244897464,-0.246393740772399,0.141568604700991,318.200589232428,-0.103227242497201,0.962484619220793,"Not_significant",-0.103872254583991,NA,NA,NA,0.157369185597807,-0.14176245384497,"Not_significant"
"ENSG00000105662.16",74.5527698597435,0.330222109022652,0.787427889462669,"CRTC1","all genes",68.1563881818858,0.181571496112111,0.84271328492314,57.3852699952299,0.513840847098262,0.704263440924508,"Not_significant",-0.10378920724297,NA,NA,NA,NA,-0.662965012722429,"Not_significant"
"ENSG00000111596.13",354.278378628832,0.166960900357114,0.787435103831223,"CNOT2","all genes",816.745012350468,-0.275510730988339,0.120787349986832,152.861363055454,-0.100879610191048,0.985060714678741,"Not_significant",-0.103785228280398,NA,NA,NA,0.0759840756372126,0.154317615318465,"Not_significant"
"ENSG00000119778.15",95.5967037814466,-0.331359626629485,0.787435103831223,"ATAD2B","all genes",287.297119839252,0.220976754123551,0.513202652407795,24.9812515412349,-0.109150370927592,0.994758575132668,"Not_significant",-0.103785228280398,NA,NA,NA,1.04711842475591,-0.504285854421558,"Not_significant"
"ENSG00000254692.1",467.886615092497,-0.145641273178787,0.787599013283758,"AL136295.1","all genes",865.344405044314,-0.107628076005916,0.666667332899895,253.686195365043,-0.244898294084644,0.726671243015842,"Not_significant",-0.103694836624432,NA,NA,NA,0.407883669655224,-0.260826961069264,"Not_significant"
"ENSG00000167772.12",232.6498729392,0.202549793377678,0.787713612376252,"ANGPTL4","all genes",207.121853485038,-0.308503050822426,0.382574842699753,180.367573504891,-0.101022362895907,0.985060714678741,"Not_significant",-0.103631649479508,NA,NA,NA,-0.0399139532272559,-0.0687907016258648,"Not_significant"
"ENSG00000142655.13",172.11844677009,0.217833402625999,0.787814061327532,"PEX14","all genes",308.472613657822,-0.174881618257138,0.627716704818187,95.7327161238925,0.0522998591247188,0.995214043042731,"Not_significant",-0.103576271937061,NA,NA,NA,0.260327835505006,0.272546854667043,"Not_significant"
"ENSG00000139531.13",113.986585281927,-0.27543790655644,0.787981906598887,"SUOX","all genes",257.675310534806,-0.0927663143384217,0.849399266783054,50.4172922017828,-0.360123054382422,0.900103841773416,"Not_significant",-0.103483754533892,NA,NA,NA,0.143840970061467,0.452660660659861,"Not_significant"
"ENSG00000047056.16",60.6429457487971,0.355324574227044,0.788156224277335,"WDR37","all genes",126.532465672469,0.285821566199368,0.571496073592628,29.3997679471469,0.655305171172535,0.767030451986494,"Not_significant",-0.103387690356934,NA,NA,NA,-0.855908587166144,-0.724938510150612,"Not_significant"
"ENSG00000131373.15",131.275412949154,0.249980639998522,0.788156224277335,"HACL1","all genes",257.357703676285,-0.0387636410674746,0.947709767174656,67.6562043720639,0.222020486895183,0.964347590517156,"Not_significant",-0.103387690356934,NA,NA,NA,-0.24387935372747,1.4514726597356,"Not_significant"
"ENSG00000068308.13",185.515824508956,-0.207033801940395,0.788695086164978,"OTUD5","all genes",318.498021356067,0.0977926964828894,0.813310171971348,106.570142079612,-0.100688559814069,0.989860809722122,"Not_significant",-0.103090864965889,NA,NA,NA,0.114677052610819,0.343053983982557,"Not_significant"
"ENSG00000088367.23",171.330597728527,-0.245599573890184,0.788695086164978,"EPB41L1","all genes",445.91988753416,-0.107002354741726,0.770131003946684,61.5434576020556,-0.34309730083337,0.890695588837857,"Not_significant",-0.103090864965889,NA,NA,NA,0.41824528932961,-0.168015411433681,"Not_significant"
"ENSG00000148331.12",147.401004497489,-0.232043287745997,0.788695086164978,"ASB6","all genes",295.168256533343,0.426911017080039,0.0828268778253553,74.4460681065406,0.199113936524997,0.96738064678879,"Not_significant",-0.103090864965889,NA,NA,NA,0.50185983331073,0.293048548016297,"Not_significant"
"ENSG00000120948.17",411.578598924777,-0.174423446683079,0.788944471091902,"TARDBP","all genes",715.401093496794,-0.0044918751968693,0.994071548586115,234.286221962849,-0.172342206846696,0.89009699370804,"Not_significant",-0.102953563009892,NA,NA,NA,0.34700582552285,0.216190130188769,"Not_significant"
"ENSG00000183044.12",54.9544058896402,-0.373397708050278,0.788944471091902,"ABAT","all genes",86.1916712655728,0.0518953234490174,0.95978445182205,33.5489527944584,-0.308931064719986,0.967158900297799,"Not_significant",-0.102953563009892,NA,NA,NA,-0.204732863472286,NA,"Not_significant"
"ENSG00000100591.8",765.606341805321,0.118299116023732,0.788971450935249,"AHSA1","all genes",1338.30114331638,-0.0897664074352477,0.684591337340112,434.035507137044,0.0354647056731629,0.989860809722122,"Not_significant",-0.102938711525189,NA,NA,NA,0.203251284870339,-0.0358087805157283,"Not_significant"
"ENSG00000051596.9",44.1494648173414,0.421063329639848,0.789053120144432,"THOC3","all genes",73.7038257652985,-0.133369189832152,0.881866846105568,25.8738302811387,0.297883956663829,0.975363819783977,"Not_significant",-0.10289375850282,NA,NA,NA,NA,NA,"Not_significant"
"ENSG00000065615.14",132.33712699022,-0.294699196089882,0.789339177371648,"CYB5R4","all genes",410.376627213508,-0.00773979556196229,0.988464515317131,31.5073745156825,-0.304017645699354,0.970149824321448,"Not_significant",-0.102736341266504,NA,NA,NA,-0.760591806271641,0.0887462962865302,"Not_significant"
"ENSG00000103037.11",51.7742837459259,0.386167752525254,0.789487078134938,"SETD6","all genes",113.792032630186,0.137261045945286,0.842805801141011,23.6976179970065,0.53480681357947,0.89009699370804,"Not_significant",-0.102654973876863,NA,NA,NA,NA,-0.0554031479675525,"Not_significant"
"ENSG00000155097.12",508.626183260136,0.15611990700165,0.789487078134938,"ATP6V1C1","all genes",1056.83891091001,-0.295284793455906,0.0764121536916556,247.589042642242,-0.130569541509746,0.953066627376936,"Not_significant",-0.102654973876863,NA,NA,NA,0.204908984670222,0.232758228455463,"Not_significant"
"ENSG00000114738.11",321.339945649704,-0.175386287548743,0.789681708063076,"MAPKAPK3","all genes",839.661407289593,0.171577961038886,0.407802724138476,114.613687157132,0.00457004443127327,0.999041873733936,"Not_significant",-0.102547921730227,NA,NA,NA,0.303594178577609,0.102978029475392,"Not_significant"
"ENSG00000135046.14",3747.63421206921,0.0889313986734481,0.789681708063076,"ANXA1","all genes",6022.84478058683,-0.207699012498816,0.070159455110411,2252.79694916167,-0.111392550636321,0.498865100077203,"Not_significant",-0.102547921730227,NA,NA,NA,0.149990039312216,-0.358517029335412,"Not_significant"
"ENSG00000169684.13",106.101356610818,-0.286861570146382,0.78976813575443,"CHRNA5","all genes",229.33299472433,-0.140407563150392,0.761252152284981,49.4821433315743,-0.423861694641961,0.86733254033697,"Not_significant",-0.102500392434348,NA,NA,NA,0.611432980845528,-0.222319823774933,"Not_significant"
"ENSG00000244005.13",147.668337181811,0.228548773195133,0.790008681425639,"NFS1","all genes",239.404235302823,-0.0134235740542671,0.983673372165845,88.2733513011112,0.220385852513874,0.942071189561205,"Not_significant",-0.102368136210148,NA,NA,NA,-0.588007764768333,0.458688864247475,"Not_significant"
"ENSG00000020256.20",133.424425950331,0.251326312825502,0.790566097753461,"ZFP64","all genes",287.224995924856,-0.0572526974289407,0.912367253125209,62.5204773937186,0.197425166491541,0.971418706744454,"Not_significant",-0.102061813664046,NA,NA,NA,-0.617986928916065,0.944251123112446,"Not_significant"
"ENSG00000055044.11",628.981481169701,0.129654443192298,0.790566097753461,"NOP58","all genes",1381.76601290606,-0.105027726830177,0.614589200564822,287.983416174001,0.0315716369943857,0.994758575132668,"Not_significant",-0.102061813664046,NA,NA,NA,0.286376204863395,-0.157117852515106,"Not_significant"
"ENSG00000107897.19",193.323102469424,0.215487709952193,0.790566097753461,"ACBD5","all genes",452.047916201767,-0.0381559382728418,0.931177989353138,81.8713946016561,0.178206344245538,0.971418706744454,"Not_significant",-0.102061813664046,NA,NA,NA,-0.0911541826902259,0.262408100184327,"Not_significant"
"ENSG00000111319.13",236.031217974121,-0.189976625582132,0.790566097753461,"SCNN1A","all genes",433.032102325556,0.0892412559674597,0.810409763940309,128.82750392565,-0.0931373780443584,0.989860809722122,"Not_significant",-0.102061813664046,NA,NA,NA,0.193605572696556,-0.386765779315038,"Not_significant"
"ENSG00000117036.12",144.793379155226,-0.270965075963361,0.790566097753461,"ETV3","all genes",160.377745682398,0.23572000693258,0.674046944868163,104.602177659241,-0.031603576260531,0.999041873733936,"Not_significant",-0.102061813664046,NA,NA,NA,0.891328074962537,0.319526575881417,"Not_significant"
"ENSG00000129493.15",363.687538041162,0.164809753803511,0.790566097753461,"HEATR5A","all genes",826.064982940359,-0.423767308460323,0.00405723641370602,159.919098908866,-0.254112787777469,0.83786088245846,"RNA_down",-0.102061813664046,NA,0,0,0.248729329127531,-1.21455969349466,"RNA_down"
"ENSG00000135966.13",210.39860163298,-0.209985968689733,0.790566097753461,"TGFBRAP1","all genes",513.597757066065,0.333297942645776,0.0996461033733782,83.8283657086414,0.125257953552244,0.988052266983816,"Not_significant",-0.102061813664046,NA,NA,NA,0.150006352447959,-1.98982887791779,"Not_significant"
"ENSG00000137806.9",100.839158962017,-0.298128247256278,0.790566097753461,"NDUFAF1","all genes",180.956231446537,0.120596421542721,0.841994441651376,56.0280650074089,-0.166737968352683,0.985060714678741,"Not_significant",-0.102061813664046,NA,NA,NA,-0.00425927888164973,-0.167073945530418,"Not_significant"
"ENSG00000138760.10",470.877756990994,-0.144762139031261,0.790566097753461,"SCARB2","all genes",867.788559686304,0.230971347990676,0.21215489405138,256.093898575714,0.0941492994610314,0.973807309911365,"Not_significant",-0.102061813664046,NA,NA,NA,0.420037289534111,0.0474967981544756,"Not_significant"
"ENSG00000140854.13",105.849125585872,-0.296415282359917,0.790566097753461,"KATNB1","all genes",269.719212007312,0.0735090144907766,0.884413347458732,39.4159947319463,-0.208676438261799,0.985060714678741,"Not_significant",-0.102061813664046,NA,NA,NA,0.356263182422826,1.07374331269462,"Not_significant"
"ENSG00000152409.9",153.443960356112,-0.230350633686907,0.790566097753461,"JMY","all genes",321.239925695607,0.154386614686635,0.668589188814727,74.0987406479517,-0.0705551543383894,0.99285292407863,"Not_significant",-0.102061813664046,NA,NA,NA,0.321168527755649,-0.482726817744515,"Not_significant"
"ENSG00000165264.11",431.473573905225,0.153870434954242,0.790566097753461,"NDUFB6","all genes",541.767057659655,-0.247209596712966,0.299022564946509,296.223137697257,-0.0854939004218507,0.976461084643659,"Not_significant",-0.102061813664046,NA,NA,NA,-0.0408951887363866,-0.0322698701978165,"Not_significant"
"ENSG00000174720.16",266.14678405345,-0.199227406894552,0.790566097753461,"LARP7","all genes",682.795570471279,-0.307827809471579,0.105529732321293,97.9893933245566,-0.497061328137513,0.52324404248767,"Not_significant",-0.102061813664046,NA,NA,NA,0.270439708608333,0.020398638289475,"Not_significant"
"ENSG00000213920.9",85.9111409489585,0.299694173182127,0.790566097753461,"MDP1","all genes",174.996970078172,-0.0675567692750456,0.914069512739426,42.6802662824623,0.238832982046016,0.971418706744454,"Not_significant",-0.102061813664046,NA,NA,NA,1.10757797385891,-0.220176866704619,"Not_significant"
"ENSG00000235173.7",94.5086006372095,0.278620650791913,0.790566097753461,"HGH1","all genes",116.531736645779,0.402749976277774,0.382574842699753,65.4251177870915,0.689495376369768,0.357235748005917,"Not_significant",-0.102061813664046,NA,NA,NA,-0.737908208130375,-1.44989828016824,"Not_significant"
"ENSG00000255529.9",109.802008838378,0.308761702555428,0.790566097753461,"POLR2M","all genes",330.920822973052,-0.000542589072922132,0.998937796011959,28.4740947679396,0.300043277110097,0.971418706744454,"Not_significant",-0.102061813664046,NA,NA,NA,-0.449447530064675,-0.0195123791417631,"Not_significant"
"ENSG00000173221.14",80.4290010668178,0.307917414815519,0.790710711719743,"GLRX","all genes",92.1467826580437,-0.85053575220052,0.0330491677254668,57.3516540014577,-0.538394920420751,0.693984623204867,"Not_significant",-0.10198237779632,NA,NA,NA,0.091200126861555,0.0664045764673915,"Not_significant"
"ENSG00000002746.15",50.2511484650318,-0.402263755859213,0.790749589223357,"HECW1","all genes",116.808630940594,0.0913097869932528,0.899967410731393,21.4449918088039,-0.290442655357768,0.985017644933048,"Not_significant",-0.101961025018406,NA,NA,NA,NA,NA,"Not_significant"
"ENSG00000085224.22",669.833906065309,-0.13900810900752,0.790749589223357,"ATRX","all genes",1591.95049259098,-0.197826556184565,0.252712132589831,277.384505623771,-0.32966294490305,0.389805597186254,"Not_significant",-0.101961025018406,NA,NA,NA,0.0651993547248877,0.925655352142783,"Not_significant"
"ENSG00000113732.9",244.943427746245,0.193404398613889,0.79094550476438,"ATP6V0E1","all genes",384.274995741168,-0.217493229103627,0.485876116519768,149.526940677051,-0.0156222118678588,0.999041873733936,"Not_significant",-0.101853437861887,NA,NA,NA,-0.102853809367939,-0.404948973019734,"Not_significant"
"ENSG00000165219.22",544.270490536569,-0.139121056865929,0.791097167144462,"GAPVD1","all genes",1223.07315133759,-0.136562958716471,0.479678478610777,242.503799001412,-0.268633733353343,0.67691900837587,"Not_significant",-0.101770170657843,NA,NA,NA,-0.348302076087552,0.539888711578099,"Not_significant"
"ENSG00000137404.14",60.5069108592963,0.358660686379425,0.791224881358952,"NRM","all genes",45.4187297271945,0.063701073300932,0.964687649646399,48.9790061485954,0.422070874119867,0.857302684284164,"Not_significant",-0.101700064096684,NA,NA,NA,0.306951887314571,0.631909958760101,"Not_significant"
"ENSG00000168246.6",84.181287345258,0.310602848597376,0.791224881358952,"UBTD2","all genes",203.223174654083,-0.0401323927554049,0.952388677546805,34.101341961247,0.278988985991449,0.970149824321448,"Not_significant",-0.101700064096684,NA,NA,NA,-0.156119201917282,0.539726155230263,"Not_significant"
"ENSG00000271601.4",143.654408403209,0.241000149983277,0.791224881358952,"LIX1L","all genes",145.000904114765,-0.27384470727218,0.585580953212292,107.221927560826,-0.0293953023799123,0.999041873733936,"Not_significant",-0.101700064096684,NA,NA,NA,-0.0257489483670994,-0.121401332290867,"Not_significant"
"ENSG00000134899.21",264.130993000884,-0.197947973876121,0.791500460262742,"ERCC5","all genes",736.35550763896,-0.071876665376826,0.817826832008228,82.9892271791903,-0.263205477910409,0.911823777674907,"Not_significant",-0.101548828256444,NA,NA,NA,-0.0257149185489201,1.2962190123675,"Not_significant"
"ENSG00000147853.17",165.535984660022,0.217273281691218,0.791500460262742,"AK3","all genes",322.612978900555,-0.00848227639923051,0.988464515317131,85.7741539208573,0.216962321367074,0.947207686210283,"Not_significant",-0.101548828256444,NA,NA,NA,0.388762948896869,-0.119087923210406,"Not_significant"
"ENSG00000149577.16",77.983699291954,-0.33096489275241,0.791500460262742,"SIDT2","all genes",155.604403626801,0.304383514420859,0.471941687360259,39.5114510558128,-0.0239689365165767,0.999041873733936,"Not_significant",-0.101548828256444,NA,NA,NA,0.0561953855328825,0.338213178474852,"Not_significant"
"ENSG00000154310.17",686.624846929692,-0.13776227539855,0.791500460262742,"TNIK","all genes",1456.64662465527,-0.159283072600202,0.423477684397018,326.902708245364,-0.289520266038777,0.455893609762484,"Not_significant",-0.101548828256444,NA,NA,NA,0.379988311195096,-0.374651456177831,"Not_significant"
"ENSG00000162924.14",51.8145198420205,-0.399889124967025,0.791500460262742,"REL","all genes",117.14514321047,0.197336970766165,0.752793280018747,22.9113656611172,-0.20142924985171,0.989860809722122,"Not_significant",-0.101548828256444,NA,NA,NA,-0.768269714084216,-0.225559700415131,"Not_significant"
"ENSG00000272333.6",161.617964470875,0.25601125552901,0.791500460262742,"KMT2B","all genes",466.983027914328,0.394501557777334,0.071622590556364,46.7978076803764,0.659496470517219,0.574471389661921,"Not_significant",-0.101548828256444,NA,NA,NA,0.235627044609491,-2.37524390941982,"Not_significant"
"ENSG00000101407.13",227.54097898242,0.199760529222134,0.792018310750164,"TTI1","all genes",558.796526779809,-0.163735723649109,0.526955009393418,89.8643852879764,0.0448799980553434,0.999041873733936,"Not_significant",-0.101264777797084,NA,NA,NA,0.523494868003761,-1.75808449245757,"Not_significant"
"ENSG00000278615.4",348.336377486195,0.159871604341588,0.792018310750164,"C11orf98","all genes",573.97054457026,-0.12585440035961,0.661913520712879,205.979294588863,0.0425669582171415,0.99285292407863,"Not_significant",-0.101264777797084,NA,NA,NA,-0.0547389279215613,0.149100086266153,"Not_significant"
"ENSG00000074855.11",107.999088046195,-0.273722254584894,0.792395201364528,"ANO8","all genes",209.768745286854,0.298849063446614,0.438453960239082,56.1198240456168,0.0327100295811637,0.999041873733936,"Not_significant",-0.101058163152694,NA,NA,NA,-1.75488750216347,1.25891829736156,"Not_significant"
"ENSG00000112640.15",568.741904961537,0.132517082756177,0.792395201364528,"PPP2R5D","all genes",1045.32014052196,-0.181488992789339,0.326898884937199,309.990834835263,-0.0412956410566316,0.989860809722122,"Not_significant",-0.101058163152694,NA,NA,NA,-0.300779698181441,0.609679729251184,"Not_significant"
"ENSG00000104450.12",151.485715624246,-0.228372591554079,0.792597950722731,"SPAG1","all genes",301.101497630857,-0.196310006351378,0.561900003271303,77.0417547622047,-0.415342316399464,0.757729022750701,"Not_significant",-0.100947054877126,NA,NA,NA,-0.544515748928938,NA,"Not_significant"
"ENSG00000198015.13",328.17365464628,0.169216884520674,0.792597950722731,"MRPL42","all genes",675.400554244343,-0.201379873742942,0.369570572444026,161.317959044479,-0.0274042368235881,0.999041873733936,"Not_significant",-0.100947054877126,NA,NA,NA,-0.119119711101981,-0.0295346976510348,"Not_significant"
"ENSG00000099940.12",143.971073338354,-0.233045301186966,0.792748582672927,"SNAP29","all genes",198.973774119864,-0.163705158499135,0.726874511019963,94.3986724364606,-0.392055971644379,0.737667183963635,"Not_significant",-0.10086452575988,NA,NA,NA,0.00923937564813994,-0.0799413934032117,"Not_significant"
"ENSG00000116586.12",314.463231329276,-0.185159458084228,0.792826038448455,"LAMTOR2","all genes",483.602316722253,0.15054818445406,0.624357627818291,194.328622370675,-0.0284038957909824,0.999041873733936,"Not_significant",-0.100822094939555,NA,NA,NA,-0.284818954406447,-0.368089645844071,"Not_significant"
"ENSG00000116560.11",1654.71198642124,0.0968851959223973,0.793102476068656,"SFPQ","all genes",2192.47557982321,-0.32012082018245,0.00513328935885663,1108.06741105419,-0.216132870016797,0.163757547979707,"RNA_down",-0.100670694251364,NA,0,0,0.143646866848654,-0.430412601898012,"RNA_down"
"ENSG00000129932.10",66.5864716858059,0.343160538727773,0.793104581249788,"DOHH","all genes",52.2485423910908,-0.135063204868518,0.902995253049372,53.3453370724264,0.222130611206824,0.970419386022456,"Not_significant",-0.100669541478093,NA,NA,NA,0.313063697438366,0.548718841592925,"Not_significant"
