"","baseMean_riborna","log2FoldChange_riborna","padj_riborna","symb","biotype","baseMean_rna","log2FoldChange_rna","padj_rna","baseMean_ribo","log2FoldChange_ribo","padj_ribo","tx_type","log10_padj_riborna","symb_deplot","nudgey","nudgex","log2FCTE"
"ENSG00000110328.6",1010.25439714086,0.0952699184135712,0.976013639191152,"GALNT18","all genes",2632.06593999169,-0.000152461578777891,0.999697215059598,391.189313407277,0.0910731708740204,0.924299694093804,"Not_significant",-0.0105441132922564,NA,NA,NA,0.0912256324527983
"ENSG00000140988.16",15068.5766885952,-0.104704240748266,0.976013639191152,"RPS2","all genes",73858.3188276794,0.0267556972559564,0.923157622687824,761.094653673376,-0.0807210532164674,0.925690195539106,"Not_significant",-0.0105441132922564,NA,NA,NA,-0.107476750472424
"ENSG00000015171.19",1869.11372014069,-0.0850942460733727,0.976157378759352,"ZMYND11","all genes",5128.2388506699,0.0723930033909015,0.727476143984609,685.349102369333,-0.0150368085228517,0.985924780003863,"Not_significant",-0.0104801585456289,NA,NA,NA,-0.0874298119137532
"ENSG00000067829.19",2298.2314839593,0.0787536512612105,0.976157378759352,"IDH3G","all genes",4269.47462036439,-0.220351305414508,0.0634007930733174,1142.91247592961,-0.144636276859058,0.780421202418346,"Not_significant",-0.0104801585456289,NA,NA,NA,0.07571502855545
"ENSG00000092621.12",17180.8916773756,0.135116926062183,0.976157378759352,"PHGDH","all genes",35004.5025855439,-0.254645099684791,0.623627536281476,8088.3351042285,-0.12722472616316,0.826512869704167,"Not_significant",-0.0104801585456289,NA,NA,NA,0.127420373521631
"ENSG00000101997.13",1007.34047466251,0.0936927608371524,0.976157378759352,"CCDC22","all genes",2196.50650228034,0.0630752042473968,0.789522430029463,452.759359987523,0.15336454694881,0.820800714499025,"Not_significant",-0.0104801585456289,NA,NA,NA,0.090289342701413
"ENSG00000110768.12",1058.31977255352,-0.102804983489553,0.976157378759352,"GTF2H1","all genes",2644.78520624164,0.0902214550856406,0.671527058056237,425.963374615346,-0.0152499091548614,0.988897094276955,"Not_significant",-0.0104801585456289,NA,NA,NA,-0.105471364240502
"ENSG00000145391.13",2748.85891843734,0.0678730794979913,0.976157378759352,"SETD7","all genes",10297.1276996384,-0.136982862171211,0.257597188386005,604.658230748926,-0.0722918489774917,0.928760663224875,"Not_significant",-0.0104801585456289,NA,NA,NA,0.0646910131937192
"ENSG00000171714.11",1176.98571846432,0.0982384843593545,0.976157378759352,"ANO5","all genes",2032.46628776427,-0.267223286495682,0.0486301307071812,607.521029984882,-0.172854275671444,0.770194724645779,"Not_significant",-0.0104801585456289,NA,NA,NA,0.0943690108242373
"ENSG00000237424.1",501.868022698945,-0.196486655531957,0.976157378759352,"FOXD2-AS1","all genes",2364.09212819456,-0.170474946185224,0.816196679759958,39.4616292527957,-0.368784333334292,0.840134956127046,"Not_significant",-0.0104801585456289,NA,NA,NA,-0.198309387149068
"ENSG00000258644.6",2337.77517438699,0.111593436253629,0.976157378759352,"SYNJ2BP-COX16","all genes",3974.75302150536,-0.0581820721114392,0.798411662196502,1214.89293454248,0.0485256810351356,0.952033240974835,"Not_significant",-0.0104801585456289,NA,NA,NA,0.106707753146575
"ENSG00000081923.14",138.12048185813,-0.204146376175132,0.976210424052495,"ATP8B1","all genes",276.83278432273,-0.111353588306451,0.831644436906207,65.7046655105808,-0.318976651995783,0.82244896017115,"Not_significant",-0.0104565592237433,NA,NA,NA,-0.207623063689332
"ENSG00000142700.12",148.946407829155,0.210267558323143,0.976210424052495,"DMRTA2","all genes",390.737084831648,0.124670465050743,0.757908990774116,57.304704431295,0.327679325559069,0.843046556895605,"Not_significant",-0.0104565592237433,NA,NA,NA,0.203008860508326
"ENSG00000163482.12",553.001870981041,-0.121536702291351,0.976210424052495,"STK36","all genes",1911.4431759486,0.243625093917242,0.136780642967766,144.807147149009,0.119220371122975,0.928610644078263,"Not_significant",-0.0104565592237433,NA,NA,NA,-0.124404722794267
"ENSG00000106086.20",880.830523820997,-0.107144758929154,0.976256378316045,"PLEKHA8","all genes",3736.48593039245,-0.0900641841834596,0.614456576385529,129.684720281612,-0.201813757880726,0.857606563898864,"Not_significant",-0.0104361156668451,NA,NA,NA,-0.111749573697266
"ENSG00000121691.7",1734.85713415306,0.0764571730014223,0.976256378316045,"CAT","all genes",2874.16393451917,0.104165885523492,0.530115428154283,912.471859502245,0.177779490924264,0.703355505278178,"Not_significant",-0.0104361156668451,NA,NA,NA,0.0736136054007721
"ENSG00000136231.14",3186.61474702891,0.0777409001167029,0.976256378316045,"IGF2BP3","all genes",6426.7725673207,-0.25014729436567,0.0381982718103537,1509.53856001112,-0.176646241576175,0.651112162382953,"Not_significant",-0.0104361156668451,NA,NA,NA,0.0735010527894943
"ENSG00000157851.17",3904.16072950633,-0.0666433015345885,0.976256378316045,"DPYSL5","all genes",11853.6290780076,-0.13149139036019,0.300283869717604,1265.70620196888,-0.201025193746933,0.591917403265918,"Not_significant",-0.0104361156668451,NA,NA,NA,-0.0695338033867423
"ENSG00000131089.17",404.067248749448,0.144067121849385,0.976296774678172,"ARHGEF9","all genes",1346.70819941882,0.057548324652912,0.827683765187443,113.208071055375,0.199990009960735,0.884181876756033,"Not_significant",-0.0104181454342433,NA,NA,NA,0.142441685307823
"ENSG00000152082.14",3164.98845143558,-0.127071031669731,0.976296774678172,"MZT2B","all genes",11102.4909171309,0.0760674829523476,0.694158617753767,807.18400820037,-0.0525172302559114,0.957438026151234,"Not_significant",-0.0104181454342433,NA,NA,NA,-0.128584713208259
"ENSG00000156170.13",652.902522863254,-0.100028616179304,0.976296774678172,"NDUFAF6","all genes",1580.38384310896,0.239792781913848,0.121905423688584,270.160127539013,0.137121223731548,0.878400364135197,"Not_significant",-0.0104181454342433,NA,NA,NA,-0.1026715581823
"ENSG00000188002.10",257.738658921606,-0.162705438121033,0.976296774678172,"AC026412.1","all genes",1008.42476661421,0.210002466686271,0.268238509867117,50.2499692787328,0.0440648960182048,0.985002595651079,"Not_significant",-0.0104181454342433,NA,NA,NA,-0.165937570668066
"ENSG00000162174.12",1034.16884876248,-0.0901968076150414,0.976297819959603,"ASRGL1","all genes",2623.28570816142,-0.0786874383631816,0.715248707015528,411.004219792388,-0.171564996274294,0.786929786184645,"Not_significant",-0.0104176804529728,NA,NA,NA,-0.0928775579111126
"ENSG00000112425.15",382.976871033674,0.132115627669498,0.976364134277149,"EPM2A","all genes",1405.5522811599,0.247859553621334,0.12535030159304,88.2801930442239,0.375443273114551,0.709317460539936,"Not_significant",-0.010388182318767,NA,NA,NA,0.127583719493217
"ENSG00000164109.14",4767.93326078972,0.0726933253195615,0.976592856114706,"MAD2L1","all genes",12457.6232344031,-0.242858238053294,0.0111084442556825,1841.35177590617,-0.173570039525117,0.662851020938457,"Not_significant",-0.010286456952684,NA,NA,NA,0.0692881985281761
"ENSG00000142751.15",1650.03515924083,0.0855534006750101,0.97672770098795,"GPN2","all genes",5131.21524496977,-0.200647702116913,0.0829779358053782,517.25750668116,-0.118886760828182,0.875888142140658,"Not_significant",-0.0102264950746986,NA,NA,NA,0.0817609412887301
"ENSG00000148481.14",2155.03567947703,-0.0723029880600622,0.97672770098795,"MINDY3","all genes",4356.24577092868,-0.237226784342022,0.0415848617837217,1019.65712843678,-0.31209596699711,0.305229054668104,"Not_significant",-0.0102264950746986,NA,NA,NA,-0.0748691826550878
"ENSG00000131269.19",3540.69073985051,0.0779988815347723,0.976929528105762,"ABCB7","all genes",5273.09692611161,-0.0963093475851194,0.60633299236294,1950.24416269706,-0.0223276682936716,0.974532989252632,"Not_significant",-0.0101367634651092,NA,NA,NA,0.0739816792914479
"ENSG00000010278.14",4075.66095714672,0.0680708583529854,0.97712609327473,"CD9","all genes",4819.15239661718,-0.215847847635653,0.07150068299951,2429.68862494889,-0.150150270877011,0.703508019965117,"Not_significant",-0.0100493891165278,NA,NA,NA,0.0656975767586414
"ENSG00000067182.8",1512.66437007808,-0.0815701651581134,0.97712609327473,"TNFRSF1A","all genes",3817.35680018404,-0.200375673205228,0.138530213932939,604.483112529635,-0.285848294614586,0.465222198030791,"Not_significant",-0.0100493891165278,NA,NA,NA,-0.085472621409358
"ENSG00000077684.16",1503.37038663447,0.0900662570249314,0.97712609327473,"JADE1","all genes",4180.71216628679,-0.0353669650620921,0.888898094165728,543.325416650692,0.0505294736754499,0.951731099031421,"Not_significant",-0.0100493891165278,NA,NA,NA,0.085896438737542
"ENSG00000122257.20",5259.06869426553,0.0758282609445843,0.97712609327473,"RBBP6","all genes",7439.41199383171,0.14785933713909,0.263877793624928,2951.74482657354,0.220966424020668,0.487576753428383,"Not_significant",-0.0100493891165278,NA,NA,NA,0.0731070868815775
"ENSG00000129007.14",795.073709043344,-0.170825295793276,0.97712609327473,"CALML4","all genes",3288.7688901421,-0.296806352189359,0.0546062384259024,129.501732702277,-0.470790822566334,0.589096919856469,"Not_significant",-0.0100493891165278,NA,NA,NA,-0.173984470376975
"ENSG00000130024.15",4130.39740707632,-0.0702389061586386,0.97712609327473,"PHF10","all genes",14326.0531494599,-0.191628199070044,0.0785604691700372,1077.35250508847,-0.265293938675955,0.428947266822439,"Not_significant",-0.0100493891165278,NA,NA,NA,-0.0736657396059113
"ENSG00000149294.16",2317.90381861199,0.0607299538236758,0.97712609327473,"NCAM1","all genes",3840.41612046755,-0.10401527677976,0.497061875497097,1220.04812262172,-0.0464282278681814,0.944865060349016,"Not_significant",-0.0100493891165278,NA,NA,NA,0.057587048911579
"ENSG00000150457.9",349.496045055497,0.136776489132169,0.97712609327473,"LATS2","all genes",1063.70549859848,-0.112842351588796,0.645848823583905,112.936938647077,0.0186352509075873,0.990691957872952,"Not_significant",-0.0100493891165278,NA,NA,NA,0.131477602496383
"ENSG00000182195.9",700.813246644087,0.114236628883994,0.97712609327473,"LDOC1","all genes",1749.82864309412,0.427054252240232,0.0011119883254324,282.051895129939,0.538150177159041,0.205931498168485,"RNA_up",-0.0100493891165278,NA,0,0,0.111095924918809
"ENSG00000257815.6",137.356366451163,-0.212866739304871,0.97712609327473,"CNOT2-DT","all genes",520.983520405736,0.20052819167794,0.497863979959822,29.24054651876,-0.0198435638543673,0.993576964596097,"Not_significant",-0.0100493891165278,NA,NA,NA,-0.220371755532307
"ENSG00000273961.1",59.8674194467159,0.305327784405568,0.97712609327473,"AC004080.7","all genes",90.5915238686341,-0.0399631944387228,0.970716551456181,32.8093033826839,0.258546759732765,0.924299694093804,"Not_significant",-0.0100493891165278,NA,NA,NA,0.298509954171488
"ENSG00000060237.17",15397.5900064109,0.0639594003768925,0.977165829083801,"WNK1","all genes",40020.8499064454,-0.198803552268738,0.0630147353187787,5977.81270992671,-0.138095582150868,0.703508019965117,"Not_significant",-0.0100317284565023,NA,NA,NA,0.0607079701178704
"ENSG00000116254.18",91.9609313605239,-0.241846564976996,0.977165829083801,"CHD5","all genes",290.58674918081,-0.388657885794689,0.194928664848807,28.2272051911075,-0.638927739548492,0.719157162155256,"Not_significant",-0.0100317284565023,NA,NA,NA,-0.250269853753802
"ENSG00000223668.1",34.9230348581783,0.354606797166837,0.977472583903728,"EEF1A1P24","all genes",31.7122179062909,-0.0480196542389402,0.977962256016197,22.2243977580692,0.298654345283273,0.924631904050449,"Not_significant",-0.00989541482856978,NA,NA,NA,0.346673999522213
"ENSG00000264860.1",63.2504613757721,-0.279432878280449,0.977472583903728,"AC097641.1","all genes",76.9500192256287,0.0496794392611855,0.963977028362024,37.402529068975,-0.233360024104768,0.926410089650375,"Not_significant",-0.00989541482856978,NA,NA,NA,-0.283039463365953
"ENSG00000115677.17",22253.7160302701,0.0492159589998911,0.977897053606222,"HDLBP","all genes",57789.944630239,0.0472442613069446,0.766705926403378,8638.82630011843,0.0933292750555494,0.82897887087969,"Not_significant",-0.00970686239440287,NA,NA,NA,0.0460850137486047
"ENSG00000039560.14",4892.52853824057,-0.0640449603216513,0.978674877817428,"RAI14","all genes",10351.3596455634,0.210908463159956,0.0421802484736066,2243.43324334406,0.143926244000607,0.720830684898827,"Not_significant",-0.00936155969922693,NA,NA,NA,-0.0669822191593483
"ENSG00000063177.13",41339.7537362179,0.097164563396124,0.978674877817428,"RPL18","all genes",131511.452351328,0.0558004141182859,0.754320401627101,12515.3277851945,0.151848086752612,0.760394108229753,"Not_significant",-0.00936155969922693,NA,NA,NA,0.096047672634326
"ENSG00000089335.21",2032.27975784865,0.0698933286028628,0.978674877817428,"ZNF302","all genes",5823.8922291608,0.0702803503017485,0.678219604891655,708.655346535075,0.137360785812889,0.810483581125422,"Not_significant",-0.00936155969922693,NA,NA,NA,0.0670804355111404
"ENSG00000099219.14",2461.27315277891,0.0710573012884761,0.978674877817428,"ERMP1","all genes",4891.76064660634,-0.176543142681526,0.193304505751598,1176.32793784237,-0.109187724242977,0.836156939775279,"Not_significant",-0.00936155969922693,NA,NA,NA,0.0673554184385488
"ENSG00000103723.15",379.810425115618,0.145499242402449,0.978674877817428,"AP3B2","all genes",801.13367639864,1.59067491293861,1.03633169067126e-24,173.789891850341,1.73317086876641,7.82944928937148e-08,"RNA_up",-0.00936155969922693,"AP3B2",0,0,0.142495955827796
"ENSG00000106617.14",439.252540490526,-0.124625726297486,0.978674877817428,"PRKAG2","all genes",1633.29002220319,-0.0957008811783598,0.648877174122041,98.3799454572589,-0.222879039814819,0.864049569957566,"Not_significant",-0.00936155969922693,NA,NA,NA,-0.127178158636459
"ENSG00000112651.12",3584.3807037839,-0.0941071174985619,0.978674877817428,"MRPL2","all genes",5153.02680988769,-0.0597441394556134,0.754783843437549,2003.27264787938,-0.155691496437923,0.763864136497187,"Not_significant",-0.00936155969922693,NA,NA,NA,-0.0959473569823094
"ENSG00000115233.12",4716.75335962011,0.0644394464278136,0.978674877817428,"PSMD14","all genes",6685.03909546005,-0.0533121135075387,0.780808381986861,2647.49344541239,0.0080535896432109,0.989962009503851,"Not_significant",-0.00936155969922693,NA,NA,NA,0.0613657031507496
"ENSG00000115425.14",456.848298794614,0.107936497615352,0.978674877817428,"PECR","all genes",1024.11931279192,-0.0292705981853015,0.933172778962302,201.167131108477,0.0760602020790739,0.947602880694137,"Not_significant",-0.00936155969922693,NA,NA,NA,0.105330800264375
"ENSG00000126953.8",954.980972389463,0.0973606745527961,0.978674877817428,"TIMM8A","all genes",3000.69294455664,0.15845409869315,0.306642695511609,294.21342790694,0.252385204665339,0.684110951049962,"Not_significant",-0.00936155969922693,NA,NA,NA,0.0939311059721891
"ENSG00000129347.21",2866.2417535766,0.073378110863642,0.978674877817428,"KRI1","all genes",7054.48076219515,-0.04734831645817,0.799272812761882,1170.25061348664,0.0222264175858505,0.97849995134145,"Not_significant",-0.00936155969922693,NA,NA,NA,0.0695747340440204
"ENSG00000132434.9",661.955035795618,-0.129140160249878,0.978674877817428,"LANCL2","all genes",1427.90382518672,0.201698824373627,0.364301010366169,299.623214414628,0.0712115201254201,0.944797984193389,"Not_significant",-0.00936155969922693,NA,NA,NA,-0.130487304248207
"ENSG00000134138.20",806.418678767583,0.0846507486513825,0.978674877817428,"MEIS2","all genes",1908.62106908008,-0.205539146116366,0.161005957935722,340.57845270666,-0.123813429481082,0.88090837225528,"Not_significant",-0.00936155969922693,NA,NA,NA,0.0817257166352833
"ENSG00000139146.14",2993.61552953381,0.0887967710646289,0.978674877817428,"SINHCAF","all genes",8347.49289306223,-0.361477010288542,0.000373986416950271,1079.64735051434,-0.277060227863224,0.443556080195901,"RNA_down",-0.00936155969922693,NA,0,0,0.0844167824253181
"ENSG00000140025.16",347.510617844646,-0.119741857602486,0.978674877817428,"EFCAB11","all genes",647.486924433518,0.203403239748585,0.398843555143119,172.236741938105,0.081072247012022,0.947845791106535,"Not_significant",-0.00936155969922693,NA,NA,NA,-0.122330992736563
"ENSG00000140395.9",3704.88149325791,0.0836196678241077,0.978674877817428,"WDR61","all genes",6465.93066477857,0.119746860933382,0.442121926359692,1900.71014079358,0.201641430117273,0.602594159213555,"Not_significant",-0.00936155969922693,NA,NA,NA,0.0818945691838909
"ENSG00000141756.19",5554.69235580403,-0.0738699410177099,0.978674877817428,"FKBP10","all genes",15680.1669983406,0.156036861695036,0.143022332382151,1972.35952262203,0.0798785075825798,0.901832117345826,"Not_significant",-0.00936155969922693,NA,NA,NA,-0.0761583541124562
"ENSG00000142192.21",28568.0935300873,0.0564416512823926,0.978674877817428,"APP","all genes",45243.8846660389,0.039727959385287,0.81359653893155,15333.33235916,0.0924298834119482,0.832137938356689,"Not_significant",-0.00936155969922693,NA,NA,NA,0.0527019240266612
"ENSG00000146263.11",2613.40533308639,0.0802634434388708,0.978674877817428,"MMS22L","all genes",5316.57492577455,0.044686897910514,0.824437785534774,1229.61296069551,0.12162065248188,0.825434160587081,"Not_significant",-0.00936155969922693,NA,NA,NA,0.0769337545713658
"ENSG00000146350.14",801.329882859371,0.0990792770650573,0.978674877817428,"TBC1D32","all genes",1152.18122014032,-0.098290618923861,0.71110989855945,447.323216567723,-0.00261807023999499,0.997474487001183,"Not_significant",-0.00936155969922693,NA,NA,NA,0.095672548683866
"ENSG00000148362.11",1910.60667299307,-0.097670423425974,0.978674877817428,"PAXX","all genes",6117.90532231284,-0.0309584361656179,0.886698664659746,573.127253506926,-0.132050404672357,0.861885539552958,"Not_significant",-0.00936155969922693,NA,NA,NA,-0.101091968506739
"ENSG00000156795.8",385.339204048746,-0.120400834061407,0.978674877817428,"WDYHV1","all genes",1234.7020609949,0.444735849128257,0.00182140650310169,115.111355774126,0.320706189316335,0.723930204002527,"RNA_up",-0.00936155969922693,NA,0,0,-0.124029659811922
"ENSG00000158458.20",223.980502410759,-0.157605257567747,0.978674877817428,"NRG2","all genes",666.51394459903,-0.105278228888809,0.732805471153833,74.5782461264627,-0.266742671667497,0.852455694663399,"Not_significant",-0.00936155969922693,NA,NA,NA,-0.161464442778688
"ENSG00000162227.8",779.735550222448,0.100257422014407,0.978674877817428,"TAF6L","all genes",1849.81732846638,0.127057854574964,0.494168926816435,328.413968488124,0.223674317904726,0.732536502530474,"Not_significant",-0.00936155969922693,NA,NA,NA,0.0966164633297616
"ENSG00000163590.14",1626.51209808043,-0.0765239137170847,0.978674877817428,"PPM1L","all genes",4317.04387005131,-0.0147010874690685,0.957161293785873,618.265897202534,-0.0951428681392502,0.895011714745403,"Not_significant",-0.00936155969922693,NA,NA,NA,-0.0804417806701817
"ENSG00000163930.10",2431.65759665612,-0.0721599591009815,0.978674877817428,"BAP1","all genes",9595.04821405616,0.000393988810626501,0.99892550043387,463.239462169012,-0.0751166046705057,0.931578043797721,"Not_significant",-0.00936155969922693,NA,NA,NA,-0.0755105934811321
"ENSG00000164167.12",1199.9815588468,0.0982305067794491,0.978674877817428,"LSM6","all genes",1957.75153536362,0.223809737987127,0.192025901985551,635.25351025642,0.320057455657533,0.38289009888197,"Not_significant",-0.00936155969922693,NA,NA,NA,0.0962477176704053
"ENSG00000164253.14",3441.0963101903,-0.055033287472855,0.978674877817428,"WDR41","all genes",7196.65677043405,-0.109848185434987,0.409798641718822,1592.41317247704,-0.168043420930207,0.659430180970647,"Not_significant",-0.00936155969922693,NA,NA,NA,-0.0581952354952199
"ENSG00000169184.6",542.649944319584,-0.143305469468341,0.978674877817428,"MN1","all genes",1247.52814567072,-0.230100492898441,0.165041224351687,234.943549967062,-0.376557062661299,0.585975420540352,"Not_significant",-0.00936155969922693,NA,NA,NA,-0.146456569762857
"ENSG00000169446.5",2005.19054490966,0.0782736779465789,0.978674877817428,"MMGT1","all genes",5634.77465787417,0.103696814223346,0.492521106830757,715.386555212607,0.179443249559262,0.719157162155256,"Not_significant",-0.00936155969922693,NA,NA,NA,0.0757464353359163
"ENSG00000169490.17",817.389512195672,0.104893433535205,0.978674877817428,"TM2D2","all genes",2106.58545292805,0.0852161695561622,0.73314631194343,319.558549612156,0.187816512141617,0.783760193817468,"Not_significant",-0.00936155969922693,NA,NA,NA,0.102600342585454
"ENSG00000173436.15",2297.56594984809,0.0864713999274949,0.978674877817428,"MICOS10","all genes",5632.09325854157,-0.0275418490263323,0.922113047488708,941.520025507967,0.0561613103485886,0.939406258230007,"Not_significant",-0.00936155969922693,NA,NA,NA,0.0837031593749209
"ENSG00000197020.11",498.533263774513,0.131510503059736,0.978674877817428,"ZNF100","all genes",1131.42642400548,-0.300224986392044,0.0932998439002957,217.567576128172,-0.171692717119283,0.858837357297829,"Not_significant",-0.00936155969922693,NA,NA,NA,0.128532269272761
"ENSG00000197885.10",949.247137410506,0.0870118334018542,0.978674877817428,"NKIRAS1","all genes",1713.90289817621,0.212299894559135,0.165049962281877,478.230294366812,0.29671542634313,0.489014890839732,"Not_significant",-0.00936155969922693,NA,NA,NA,0.0844155317839954
"ENSG00000198522.14",1494.61005650213,0.0910911295463738,0.978674877817428,"GPN1","all genes",3546.10236295212,0.07228884467468,0.714969641257304,629.212361901296,0.161131979887469,0.786929786184645,"Not_significant",-0.00936155969922693,NA,NA,NA,0.0888431352127891
"ENSG00000211450.10",2077.05759891164,0.107550185835773,0.978674877817428,"SELENOH","all genes",5866.04533477539,0.0640702140601913,0.773528315163122,737.568572713496,0.168765359544756,0.786929786184645,"Not_significant",-0.00936155969922693,NA,NA,NA,0.104695145484564
"ENSG00000214435.8",728.148509026285,0.0895773346661742,0.978674877817428,"AS3MT","all genes",1133.61898976946,-0.168688570552226,0.403123844603008,393.959565035637,-0.0817382445742404,0.930021273655376,"Not_significant",-0.00936155969922693,NA,NA,NA,0.0869503259779856
"ENSG00000232859.9",226.992029201925,0.170362287115539,0.978674877817428,"LYRM9","all genes",877.982453865203,0.0760746998185408,0.813764320721712,45.8077479134503,0.244016904071302,0.905562150012034,"Not_significant",-0.00936155969922693,NA,NA,NA,0.167942204252761
"ENSG00000249592.6",131.561469049396,0.200224829626857,0.978674877817428,"AC139887.2","all genes",436.381852066631,0.285232796422319,0.282330984876278,37.1246520824677,0.484030248998952,0.772591574307232,"Not_significant",-0.00936155969922693,NA,NA,NA,0.198797452576634
"ENSG00000263917.1",153.803087911529,-0.189161345552804,0.978674877817428,"AC011825.3","all genes",245.208568582437,0.00765093908878058,0.990636913856688,82.3133442503537,-0.183973627909028,0.913409064141476,"Not_significant",-0.00936155969922693,NA,NA,NA,-0.191624566997808
"ENSG00000269246.1",61.1643681458083,-0.282424744663137,0.978674877817428,"AC011445.2","all genes",95.93473014273,0.244552085168179,0.738345760871622,32.9836955598966,-0.0404923050968233,0.989962009503851,"Not_significant",-0.00936155969922693,NA,NA,NA,-0.285044390265002
"ENSG00000269533.5",156.443528920068,0.181649076777147,0.978674877817428,"AC003002.3","all genes",304.678899457388,-0.0530481295178435,0.922232266816647,75.6567954752792,0.125867427863562,0.942283605170383,"Not_significant",-0.00936155969922693,NA,NA,NA,0.178915557381405
"ENSG00000273619.1",121.473234972427,0.229858125289462,0.978674877817428,"AL121832.2","all genes",424.309785419968,0.463904005019371,0.0362159617291094,31.1532788407738,0.683359894615328,0.679966417267766,"Not_significant",-0.00936155969922693,NA,NA,NA,0.219455889595957
"ENSG00000284917.1",183.32111281674,0.167183478413526,0.978674877817428,"ECE2","all genes",435.496043630208,0.527367945879789,0.015931607570335,76.9851627744172,0.690124192408888,0.384400860269123,"Not_significant",-0.00936155969922693,NA,NA,NA,0.162756246529099
"ENSG00000085449.15",2128.02896556771,0.0722684557954293,0.97882288466396,"WDFY1","all genes",6478.619936335,-0.344994481742411,0.000606288157447489,687.684628241097,-0.275973163104676,0.454247565809039,"RNA_down",-0.00929588549199424,NA,0,0,0.0690213186377343
"ENSG00000100577.19",1094.40379167026,-0.0847383471831281,0.97882288466396,"GSTZ1","all genes",2817.13896029542,0.0711136517566209,0.751405097674402,428.767685241061,-0.0176765878884563,0.985351172948315,"Not_significant",-0.00929588549199424,NA,NA,NA,-0.0887902396450772
"ENSG00000173660.12",6708.86108160637,0.0768829244942997,0.97882288466396,"UQCRH","all genes",17424.7247144761,0.00643554056699115,0.977187145439602,2604.4525446319,0.0789742282566927,0.901128436093941,"Not_significant",-0.00929588549199424,NA,NA,NA,0.0725386876897015
"ENSG00000004864.13",3339.84345762843,-0.109502940069068,0.978922550447669,"SLC25A13","all genes",6235.29811823302,0.338995848231007,0.0181750243944654,1653.07662448377,0.229029823739632,0.56866294367104,"Not_significant",-0.00925166697495914,NA,NA,NA,-0.109966024491375
"ENSG00000044446.12",2375.04946462557,-0.0670771326138262,0.978922550447669,"PHKA2","all genes",6478.5950729311,-0.0710985612454118,0.658948888040221,876.978252093335,-0.141017174992343,0.787419737431121,"Not_significant",-0.00925166697495914,NA,NA,NA,-0.0699186137469316
"ENSG00000064218.5",378.424206072541,-0.119290431447793,0.978922550447669,"DMRT3","all genes",946.175181027981,0.0399919788288795,0.904827191831298,152.379930699408,-0.0838161923274428,0.950270798869776,"Not_significant",-0.00925166697495914,NA,NA,NA,-0.123808171156322
"ENSG00000082269.16",1219.01892518544,0.0806657909316616,0.978922550447669,"FAM135A","all genes",3071.53321759152,-0.0741439395305249,0.710436109367551,487.199723365455,0.00385607324877463,0.996808394060645,"Not_significant",-0.00925166697495914,NA,NA,NA,0.0780000127792996
"ENSG00000085998.14",2556.24431619958,-0.0699235912518151,0.978922550447669,"POMGNT1","all genes",9869.08190863899,-0.143542343326152,0.254645377513318,519.540295021887,-0.21600880327662,0.654178212770492,"Not_significant",-0.00925166697495914,NA,NA,NA,-0.0724664599504683
"ENSG00000086061.16",6056.22853350883,0.0845849904670575,0.978922550447669,"DNAJA1","all genes",10565.5136446056,0.269507840121006,0.0543522368740975,3105.5158778843,0.352054410775874,0.0930563507778121,"Not_significant",-0.00925166697495914,NA,NA,NA,0.0825465706548675
"ENSG00000099250.18",2088.84976799252,0.0757076587642643,0.978922550447669,"NRP1","all genes",3183.43044668037,-0.0929755154260495,0.600549947084178,1139.77032787552,-0.020903232209861,0.97943047264583,"Not_significant",-0.00925166697495914,NA,NA,NA,0.0720722832161886
"ENSG00000101546.13",1101.11850536207,-0.0772125858835765,0.978922550447669,"RBFA","all genes",3281.63017940942,0.161547055678233,0.227074350265053,365.447216386334,0.0815883192801509,0.931107663138084,"Not_significant",-0.00925166697495914,NA,NA,NA,-0.0799587363980816
"ENSG00000101574.15",606.821677405103,-0.118607340750417,0.978922550447669,"METTL4","all genes",1516.43976761855,-0.0099820359053112,0.977187145439602,244.307877859443,-0.131365792116322,0.898705598304569,"Not_significant",-0.00925166697495914,NA,NA,NA,-0.121383756211011
"ENSG00000102606.18",3045.53813008319,0.0654143601368007,0.978922550447669,"ARHGEF7","all genes",8489.2441993403,-0.00572513727092942,0.981206669432582,1097.20675033548,0.0567116506625077,0.937248315300947,"Not_significant",-0.00925166697495914,NA,NA,NA,0.0624367879334371
"ENSG00000104369.5",1534.58991246106,0.0930809798828468,0.978922550447669,"JPH1","all genes",3644.54819402801,0.325029027482269,0.00824309574755098,645.165553799436,0.415082310154785,0.206250022923117,"RNA_up",-0.00925166697495914,NA,0,0,0.090053282672516
"ENSG00000104679.11",1229.62878998874,0.127013717679859,0.978922550447669,"R3HCC1","all genes",4711.30513806439,0.0978307194413748,0.658840421108162,254.742681283919,0.222920612064216,0.787419737431121,"Not_significant",-0.00925166697495914,NA,NA,NA,0.125089892622841
"ENSG00000105426.16",4056.49805415013,-0.0738092322722332,0.978922550447669,"PTPRS","all genes",8560.70572168695,-0.0685928529005068,0.698370607710013,1866.40600665947,-0.145617595603946,0.752699562517837,"Not_significant",-0.00925166697495914,NA,NA,NA,-0.0770247427034394
"ENSG00000110871.15",1223.90811002008,0.0900415650710066,0.978922550447669,"COQ5","all genes",2667.41481941704,-0.0526576873115133,0.820166318974077,550.24220256584,0.0335043552990885,0.971712653512474,"Not_significant",-0.00925166697495914,NA,NA,NA,0.0861620426106018
