"","baseMean_riborna","log2FoldChange_riborna","padj_riborna","symb","biotype","baseMean_rna","log2FoldChange_rna","padj_rna","baseMean_ribo","log2FoldChange_ribo","padj_ribo","tx_type","log10_padj_riborna","symb_deplot","nudgey","nudgex","log10_padj_riborna_flat"
"ENSG00000132694.18",219.081569071093,-0.173240416533861,1,"ARHGEF11","all genes",973.455243003541,-0.0915402193417409,0.99992408498771,44.492420344486,-0.243312091576305,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000132698.15",246.588351492533,-0.122542808571885,1,"RAB25","all genes",486.582224652428,0.143366895879381,0.99992408498771,105.876079602917,0.00848450253348987,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000132716.19",300.719213171881,0.0771458859681723,1,"DCAF8","all genes",1112.36233627727,-0.140366416150101,0.99992408498771,81.6132487787949,-0.0791669004182175,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000132740.8",91.0388804427982,0.121372130724676,1,"IGHMBP2","all genes",245.940599400272,-0.182151861192451,0.99992408498771,33.0255090327632,-0.0794963811159328,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000132768.14",178.643091482493,0.125298302940432,1,"DPH2","all genes",773.131372428121,-0.120628672902819,0.99992408498771,38.1718662856383,0.0359655767451766,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000132773.12",93.0687807623182,-0.0476458196783552,1,"TOE1","all genes",293.794655969135,-0.203350474358727,0.99992408498771,29.8813363797477,-0.288618572503267,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000132780.17",566.36923066715,0.0395011782156716,1,"NASP","all genes",1292.97483598438,-0.0397714438062795,0.99992408498771,227.126339135271,-5.49689139418204e-05,0.999815952207113,"Not_significant",0,NA,NA,NA,0
"ENSG00000132781.18",118.081795644522,-0.202971551878696,1,"MUTYH","all genes",351.548068186546,-0.132164155116029,0.99992408498771,39.8464647410921,-0.308657386759509,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000132792.19",169.61630016418,-0.241485246416471,1,"CTNNBL1","all genes",404.842216854956,0.10881118960523,0.99992408498771,66.4159522357064,-0.133260108955642,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000132793.11",60.6389956270179,-0.0387236653768748,1,"LPIN3","all genes",161.898136858573,-0.000976683711268067,0.99992408498771,22.1611567571035,-0.0401763351724243,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000132823.11",178.872307582627,-0.256689290581734,1,"OSER1","all genes",646.362083646862,-0.0556208959995599,0.99992408498771,49.953498324279,-0.326911114609031,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000132824.14",435.889674499628,-0.219553654662299,1,"SERINC3","all genes",1410.55914507231,0.0772777479230793,0.99992408498771,136.728802512442,-0.142543932172883,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000132842.13",304.527417557807,-0.0994807068150399,1,"AP3B1","all genes",840.218143517217,0.0956583529539704,0.99992408498771,108.81890470511,0.00483838816902895,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000132849.20",286.26387357852,-0.168959583624536,1,"PATJ","all genes",1116.87352672391,0.0207982919755724,0.99992408498771,72.3677503448877,-0.144943458591911,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000132879.14",135.521212733588,-0.269751004971306,1,"FBXO44","all genes",386.511270181262,0.153108382185061,0.99992408498771,47.2802695781121,-0.11901425821446,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000132912.12",569.131646279817,-0.0418477541824194,1,"DCTN4","all genes",2121.9554935555,-0.0143499051898282,0.99992408498771,152.881046474442,-0.0595072478480186,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000132953.16",373.722734816713,-0.243114850145538,1,"XPO4","all genes",1796.5005791082,-0.155131851438657,0.99992408498771,63.4941697921999,-0.408422688060039,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000132963.8",625.489088568265,-0.032771989771412,1,"POMP","all genes",1359.12180516495,-0.0117139036658508,0.99992408498771,257.168347490784,-0.0479896170719376,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000132964.12",174.035672432114,-0.105304981459652,1,"CDK8","all genes",763.244488230394,-0.0172762910232547,0.99992408498771,36.2745477471571,-0.148027882716726,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133027.18",140.799345437237,-0.276144562068534,1,"PEMT","all genes",354.842138630232,-0.0103219324588978,0.99992408498771,53.3980957705552,-0.274244564724024,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133028.12",226.959243236556,-0.086846599160476,1,"SCO1","all genes",705.50527345334,-0.0169516681960133,0.99992408498771,73.8590992154982,-0.10445956164642,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133030.21",330.71151917843,-0.134821912790988,1,"MPRIP","all genes",1573.8378502015,-0.0133196707745685,0.99992408498771,57.6226514414484,-0.14977005678226,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133056.13",81.7517511177137,0.134870478963913,1,"PIK3C2B","all genes",195.432998102426,-0.0463254579946346,0.99992408498771,31.9700421913526,0.137339142334992,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133065.11",173.061015812847,0.125765997824377,1,"SLC41A1","all genes",675.400743768181,0.0194554990062622,0.99992408498771,43.7298177695348,0.137804886519442,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133103.17",133.061955502144,-0.0202328879539701,1,"COG6","all genes",444.192096442233,-0.0890956499579718,0.99992408498771,40.4975684676596,-0.104850695409094,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133112.16",4261.34104150628,-0.115381078606844,1,"TPT1","all genes",20850.7536860958,0.0869130127755579,0.99992408498771,690.389661848364,-0.0292500669026053,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133114.18",101.257883115616,0.182603558518915,1,"GPALPP1","all genes",350.440319642382,0.017738080934696,0.99992408498771,29.6838514223739,0.217907124757574,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133119.13",210.205150737151,0.00784184685903125,1,"RFC3","all genes",749.013563440321,-0.0381306715669693,0.99992408498771,59.6477434653151,-0.0179606506420927,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133131.15",168.325788067894,-0.264970930157663,1,"MORC4","all genes",586.770774528281,0.00380668115815983,0.99992408498771,48.9589365372211,-0.267948747315679,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133134.11",73.3334897283145,0.0550692924903643,1,"BEX2","all genes",184.189587655071,0.215379198783855,0.99992408498771,27.8726110822433,0.28723099968653,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133135.14",82.2726463085446,0.117900459446738,1,"RNF128","all genes",174.73313460005,0.100075767863285,0.99992408498771,34.1849974036949,0.201028250149645,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133138.20",57.3252488301551,-0.153341128294915,1,"TBC1D8B","all genes",142.931565916677,-0.00922275676002398,0.99992408498771,21.8792417502353,-0.22098257640386,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133193.12",312.111223303448,-0.0591165756062435,1,"FAM104A","all genes",1028.66853274891,0.00792868647487651,0.99992408498771,96.221963446058,-0.0485788529733701,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133216.16",184.883853979639,0.206040934925466,1,"EPHB2","all genes",836.310476534367,-0.137078543375487,0.99992408498771,36.1911680388302,0.0875130477972539,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133226.17",947.061684002087,-0.125910495884024,1,"SRRM1","all genes",1843.43742350735,0.00225257013204371,0.99992408498771,408.965251309004,-0.123717532954714,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133243.10",183.163619584337,-0.0879630751589106,1,"BTBD2","all genes",754.660332231265,0.177468393266062,0.99992408498771,42.6567681419686,0.0865346842019587,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133265.11",279.589790107036,0.285787132985575,1,"HSPBP1","all genes",351.846727011768,-0.105710782973853,0.99992408498771,138.331186571832,0.196621517500055,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133275.16",242.479598667214,-0.0557274191810328,1,"CSNK1G2","all genes",1006.61633292945,0.108817999264957,0.99992408498771,55.7342837706382,0.0630724490435617,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133313.15",343.89938033113,-0.0339394260472941,1,"CNDP2","all genes",603.0936915927,-0.0244020747000259,0.99992408498771,154.563514726313,-0.0520410430740683,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133315.11",74.3370919813126,0.0343701864262912,1,"MACROD1","all genes",126.16600765602,0.0842214706973466,0.99992408498771,33.7983192905516,0.120021813374604,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133316.15",1402.46121105791,-0.151789090612814,1,"WDR74","all genes",7082.78556638664,-0.104127888849285,0.99992408498771,207.021349722923,-0.255032068758332,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133318.14",373.390556050518,0.143171504416223,1,"RTN3","all genes",844.824836068678,0.162107204869492,0.99992408498771,150.419259141088,0.304073527326573,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133393.13",270.71689296099,0.0268825867943371,1,"FOPNL","all genes",1445.66499710655,-2.67572464513483e-05,0.99992408498771,32.7714043006416,0.0126189072895555,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133398.4",162.524095014397,-0.230197621894853,1,"MED10","all genes",366.255762072045,-0.0393883148852039,0.99992408498771,65.6069063758636,-0.275960118707265,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133422.13",199.314029762939,-0.119368136992217,1,"MORC2","all genes",468.029810119101,0.0674411093527757,0.99992408498771,78.7287019021564,-0.0467843659001122,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133477.17",199.681790380188,0.212724218189422,1,"FAM83F","all genes",1039.97726084584,-0.127879447962528,0.99992408498771,26.5835368212808,0.11391371394691,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133597.11",96.4409713866898,0.257527213875295,1,"ADCK2","all genes",409.970654431076,-0.148633166391789,0.99992408498771,21.2874773975441,0.0933572874513226,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133606.11",298.564038747326,0.111900173351813,1,"MKRN1","all genes",1367.80988816124,0.0446525308668907,0.99992408498771,56.8814425078072,0.138565407698399,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133612.19",236.660296788821,0.0490810321368498,1,"AGAP3","all genes",784.816569990877,-0.087886806171438,0.99992408498771,72.5091096568212,-0.0156523332066813,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133639.6",332.966002809013,0.0972379831625523,1,"BTG1","all genes",907.696987509047,-0.0321815181033158,0.99992408498771,120.031669571704,0.0600490313787387,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133641.18",148.56137087927,-0.157990437703197,1,"C12orf29","all genes",491.657161109249,0.00996279352569642,0.99992408498771,45.6188241205845,-0.155110125746668,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133657.15",654.351977894265,-0.00508290921255066,1,"ATP13A3","all genes",3416.00856895525,0.00381190247100029,0.99992408498771,86.347013197775,0.00223935118591906,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133703.12",182.751082334958,0.195129460596242,1,"KRAS","all genes",765.116838317965,0.018131072174123,0.99992408498771,41.4024061379717,0.227500011545043,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133704.10",218.38761407466,-0.315260443605412,1,"IPO8","all genes",688.229786820769,0.00341518411578032,0.99992408498771,70.2174292546428,-0.338886479492593,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133706.18",636.57978062872,-0.0563002111777436,1,"LARS1","all genes",2333.64838820564,-0.109994443207711,0.99992408498771,174.670769278579,-0.181693184982731,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133731.10",324.785992658718,0.0672671432264367,1,"IMPA1","all genes",1379.14375760624,0.027749346491201,0.99992408498771,71.8347078535269,0.0971407548996217,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133773.12",233.712027025101,-0.0779234275035032,1,"CCDC59","all genes",955.361552092959,-0.0517578742405286,0.99992408498771,55.1013905275449,-0.137022609764064,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133794.18",104.05134211734,-0.161887022464836,1,"ARNTL","all genes",465.762131865923,0.0698340526404488,0.99992408498771,20.8184290446904,-0.0978133774551228,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133805.15",145.055209938125,0.179829711027081,1,"AMPD3","all genes",397.235230023557,-0.0405976530618023,0.99992408498771,52.1146044769149,0.130627233078537,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133816.15",435.467998294731,0.134528434695196,1,"MICAL2","all genes",1653.36111221208,-0.0512509143421827,0.99992408498771,114.253511752291,0.0820648134554282,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133818.14",233.836129763241,0.12221295075543,1,"RRAS2","all genes",766.691201760313,-0.172124084412776,0.99992408498771,72.4341764434957,-0.0313461470869037,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133835.16",222.049334487527,0.0522582382879521,1,"HSD17B4","all genes",592.697837160844,0.0709902145981859,0.99992408498771,81.1811578575847,0.111574175126189,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133858.16",179.408258134569,-0.0365188894817919,1,"ZFC3H1","all genes",526.257247870498,-0.0719780448477318,0.99992408498771,61.2438656855625,-0.116536604490034,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133872.14",371.963596116958,0.0257644278883605,1,"SARAF","all genes",1589.94144840108,0.0798891882467334,0.99992408498771,81.3018651635511,0.122902203203603,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133884.10",406.702057489015,0.120300481948103,1,"DPF2","all genes",1250.90671707138,-0.0976903666504242,0.99992408498771,133.576141710007,0.0371161089884308,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133895.15",275.933965702831,0.102411255555674,1,"MEN1","all genes",562.03788530019,0.0134087484871767,0.99992408498771,116.851065708379,0.131772618559536,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133961.20",176.368298826884,-0.244170151831827,1,"NUMB","all genes",486.71664513784,0.0181414565576772,0.99992408498771,63.019405467805,-0.234067004447564,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133983.16",247.72525771398,-0.125424931974162,1,"COX16","all genes",613.156805926913,-0.107498435188033,0.99992408498771,94.999778102852,-0.217773810417524,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000133997.11",190.352826846187,-0.214627726391507,1,"MED6","all genes",561.019674293667,-0.000410127862849076,0.99992408498771,64.7711005238526,-0.241067298614896,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134001.14",870.118614594005,-0.165609591520688,1,"EIF2S1","all genes",3035.62235545124,-0.0476613802413318,0.99992408498771,252.861751554596,-0.223776077702383,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134013.16",344.712404485416,-0.204725621813561,1,"LOXL2","all genes",289.946722021841,0.11362839560846,0.99992408498771,183.734294865741,-0.0818404693363861,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134014.17",243.372145780521,-0.131637121803144,1,"ELP3","all genes",883.789001474082,0.0182716383967398,0.99992408498771,67.5413779542442,-0.122199497264916,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134046.12",180.650442390803,-0.0819907871464499,1,"MBD2","all genes",662.107263495618,0.086467776929253,0.99992408498771,49.5663573919873,-0.000768070879058752,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134049.6",258.448856825693,0.0171068586881375,1,"IER3IP1","all genes",818.456432347062,0.0821668907103086,0.99992408498771,82.7382825412618,0.0979196931176464,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134056.12",85.7577837652978,0.08340326457372,1,"MRPS36","all genes",290.370489629364,-0.0333889594028448,0.99992408498771,25.7264512073952,0.0195575200369781,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134077.16",309.172218431792,-0.10307153839241,1,"THUMPD3","all genes",1213.94853675005,0.0209077677196355,0.99992408498771,77.4403378654812,-0.0552990356761437,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134086.7",232.543493422723,0.107472987697356,1,"VHL","all genes",951.572536786524,0.032330290939755,0.99992408498771,54.7176896620307,0.144773436635166,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134153.10",239.899432679451,-0.0932222067300449,1,"EMC7","all genes",537.017920517945,0.0262165419591338,0.99992408498771,97.1722248487689,-0.0706831458172184,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134186.12",353.948595725618,-0.0335233923262634,1,"PRPF38B","all genes",1278.76082347938,0.0632731179621228,0.99992408498771,98.806024968309,0.0313313438557615,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134222.16",100.053078957658,0.0763424829669748,1,"PSRC1","all genes",278.558409297378,0.0508532962935355,0.99992408498771,35.5083402272582,0.157428099996991,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134243.12",294.051716840877,0.115863233795972,1,"SORT1","all genes",989.260180567114,-0.032298156043479,0.99992408498771,88.8155060060471,0.0675987139997138,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134247.10",423.867134079693,0.112819974189659,1,"PTGFRN","all genes",1163.49941322383,-0.0153935451135873,0.99992408498771,152.022477648459,0.0967143666098707,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134248.13",286.071312396206,0.173740212674324,1,"LAMTOR5","all genes",598.63586144019,-0.132255268676284,0.99992408498771,119.697656609089,0.0428989815449214,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134255.14",141.658855350282,0.0634961918940655,1,"CEPT1","all genes",466.520593793971,-0.0448832106938226,0.99992408498771,43.706889177834,0.0373283160792457,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134262.13",73.5292284012789,0.0679853517905374,1,"AP4B1","all genes",230.476513582344,-0.0645568726024064,0.99992408498771,23.7420341362041,0.0742637286207127,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134265.13",188.099088881907,-0.255355433643815,1,"NAPG","all genes",739.786431081126,0.13889763985596,0.99992408498771,47.0070477904142,-0.132598306364558,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134283.18",266.71728940184,0.0159715817394816,1,"PPHLN1","all genes",867.848353107968,0.0131836166920441,0.99992408498771,83.2373564539101,0.026379272241261,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134287.10",505.353759509008,0.187440376683827,1,"ARF3","all genes",1112.29487858652,0.00747582581503443,0.99992408498771,206.443893489264,0.197994752735754,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134291.12",242.278969851219,-0.0978135116132437,1,"TMEM106C","all genes",993.953711432405,0.0157778081593466,0.99992408498771,56.7830449776449,-0.0776658440791343,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134294.14",1745.6849267666,0.0109890610387964,1,"SLC38A2","all genes",4538.22125883295,-0.0289995059971651,0.99992408498771,649.357837031946,-0.01884315850666,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134308.14",1625.4251672419,-0.0704156946254409,1,"YWHAQ","all genes",4183.34991477449,0.0651184075151335,0.99992408498771,608.601147043401,-0.0108299229860509,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134313.15",219.037771674966,-0.0240247423194278,1,"KIDINS220","all genes",960.7673319521,0.100740356398286,0.99992408498771,45.6242524530984,0.106551157899442,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134318.14",692.364924425643,0.0610831642833465,1,"ROCK2","all genes",2617.86920985434,0.121421655884489,0.99992408498771,182.639162380786,0.180367673068824,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134333.14",2169.31131636095,-0.110228309859766,1,"LDHA","all genes",4458.85580902723,-0.082081598986875,0.99992408498771,915.113697372577,-0.193396220225168,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134369.15",159.621829332155,0.173135418627147,1,"NAV1","all genes",381.522889088014,-0.241119739310983,0.99992408498771,62.4304534259837,-0.081650553675352,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134371.13",364.759216151142,-0.0285852288249325,1,"CDC73","all genes",864.899414472998,-0.0106863626004765,0.99992408498771,143.310939143758,-0.0428511921774393,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134375.11",572.204327510059,0.0239883749971425,1,"TIMM17A","all genes",1921.24541473845,-0.0161006666336304,0.99992408498771,173.119762664979,0.00475517448140368,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134440.12",809.154912483269,5.32140631413932e-05,1,"NARS1","all genes",2574.29296057496,-0.000753524947716998,0.99992408498771,257.908351969934,-0.00427139571107458,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134444.14",170.312861619357,-0.141456702464994,1,"RELCH","all genes",642.000516581427,-0.00604561093512223,0.99992408498771,45.1203173441282,-0.164434521195971,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134453.16",325.101958735454,-0.0492756559820523,1,"RBM17","all genes",1208.41051904177,0.0423850445245973,0.99992408498771,87.6562139829302,-0.0107595619787463,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134470.21",72.7199375062534,0.171469407503779,1,"IL15RA","all genes",232.378138475885,-0.112053361168392,0.99992408498771,23.0877479327707,0.0485331705672411,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134504.14",92.4015681694898,0.282967465629604,1,"KCTD1","all genes",265.898947275151,-0.0678196601632085,0.99992408498771,32.0240459444564,0.225528825452326,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134574.11",369.659949870858,-0.101769978236995,1,"DDB2","all genes",1029.96066528429,-0.0679741578084242,0.99992408498771,131.223113240081,-0.16010812219431,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134575.13",134.726628223165,0.0653951289808355,1,"ACP2","all genes",311.041254618399,-0.0199322915294391,0.99992408498771,53.7047312870456,0.0735218408118559,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134597.16",87.2902536686794,-0.010398771242582,1,"RBMX2","all genes",329.672617164117,0.159028925452859,0.99992408498771,23.0590209011491,0.16986751059741,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134602.16",210.230138514852,-0.20851451220283,1,"STK26","all genes",729.706923745812,-0.0870459254932668,0.99992408498771,61.4293816127776,-0.316994046233062,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134644.15",651.264878034182,-0.181398647983342,1,"PUM1","all genes",1960.37733303961,-0.0754634074317735,0.99992408498771,217.800530372334,-0.25672925358491,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134684.10",764.989172887236,0.11011163069155,1,"YARS1","all genes",2255.47286979207,-0.10107445195831,0.99992408498771,260.139890062208,0.00982080130519783,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134686.18",786.452799154561,0.0828375412338558,1,"PHC2","all genes",3263.2437331971,-0.100281186065148,0.99992408498771,180.931737138485,-0.0186674967721661,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134690.11",333.849898820893,0.0893232614623071,1,"CDCA8","all genes",777.054738584968,-0.0148617608169373,0.99992408498771,132.506740043746,0.0618211170470052,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134697.13",578.481493432169,-0.194591515446165,1,"GNL2","all genes",1961.19899999737,0.0445916355432374,0.99992408498771,173.336096105097,-0.165251146090581,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134748.13",225.291943914492,-0.23725948572131,1,"PRPF38A","all genes",674.389156967414,0.0259674761270537,0.99992408498771,75.6802276668987,-0.207822592762827,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134755.17",325.100644618258,-0.0484513312064922,1,"DSC2","all genes",923.183950935008,0.0695154186417174,0.99992408498771,113.78664727343,0.0117000362998743,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134758.14",259.622752674538,-0.0933995271001941,1,"RNF138","all genes",1104.85950374058,0.0352154700274398,0.99992408498771,57.2278873783187,-0.0500087115623026,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134759.14",372.218943815349,-0.089034138808964,1,"ELP2","all genes",1205.22013792006,-0.115350205991648,0.99992408498771,116.706121879632,-0.208218368174629,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134762.17",275.777408129125,0.0848759051152578,1,"DSC3","all genes",968.171752919848,-0.107717827109469,0.99992408498771,79.5713776443605,0.00273202841937088,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134775.15",89.4771659951543,-0.261429200329269,1,"FHOD3","all genes",322.739431128683,0.085576749115136,0.99992408498771,25.0361039010586,-0.198321394238139,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134779.15",230.824982530334,0.034094847917705,1,"TPGS2","all genes",798.482297592845,-0.0219615974407534,0.99992408498771,67.6984033306445,0.0436494629529545,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134802.17",167.966056340143,-0.0400938286778697,1,"SLC43A3","all genes",379.703214720686,0.00585665432151912,0.99992408498771,67.7148116528353,-0.0380117926094446,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134809.9",131.420628152482,-0.133880563061231,1,"TIMM10","all genes",231.810106588514,-0.126496388745041,0.99992408498771,58.9549655608175,-0.264902310554351,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134815.19",192.124606380789,0.110999156740108,1,"DHX34","all genes",583.792636531933,-0.115652611896948,0.99992408498771,63.7609339730136,-0.0218505779092257,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134824.14",98.7524605128752,-0.0339490769876116,1,"FADS2","all genes",216.760736584542,-0.0670944729342782,0.99992408498771,40.4035897428056,-0.0950548183847103,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134825.16",537.731672918182,-0.0549775418246051,1,"TMEM258","all genes",793.787153000148,-0.020260027592942,0.99992408498771,255.391828970011,-0.0713378895119913,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134851.13",239.872292571288,0.151677923573223,1,"TMEM165","all genes",824.569428667745,-0.00452594432633146,0.99992408498771,70.8216465234384,0.151222705935677,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000134852.15",304.937389536575,-0.0387427428494073,1,"CLOCK","all genes",1433.44459660381,0.0339728416649189,0.99992408498771,54.757653709449,0.0406168275626492,0.999476973742387,"Not_significant",0,NA,NA,NA,0
